,Year,Month,Conc
0,1986,2,0.137119069695473
1,1986,3,0.0707233771681786
2,1986,4,0.091369204223156
3,1986,5,0.0706581249833107
4,1986,6,0.0913520306348801
5,1986,7,0.0884291231632233
6,1986,8,0.0708058103919029
7,1986,9,0.146306812763214
8,1986,10,0.0530897602438927
9,1986,11,0.0911871641874313
10,1986,12,0.0530107617378235
11,1987,1,0.0529935918748379
12,1987,2,0.0195900090038776
13,1987,3,0.0709122866392136
14,1987,4,0.0549650974571705
15,1987,5,0.0532408878207207
16,1987,6,0.555799007415771
17,1987,7,0.576613128185272
18,1987,8,0.574758410453796
19,1987,9,0.55751633644104
20,1987,10,0.585371553897858
21,1987,11,0.59698075056076
22,1987,12,0.592481315135956
23,1988,1,0.575685799121857
24,1988,2,0.592550039291382
25,1988,3,0.59392386674881
26,1988,4,0.612093329429626
27,1988,5,0.603747069835663
28,1988,6,0.622843861579895
29,1988,7,0.61985570192337
30,1988,8,0.619065701961517
31,1988,9,0.62253475189209
32,1988,10,0.622088253498077
33,1988,11,0.618413150310516
34,1988,12,0.620817363262177
35,1989,1,0.621813476085663
36,1989,2,0.620199143886566
37,1989,3,0.622603416442871
38,1989,4,0.62253475189209
39,1989,5,0.623324692249298
40,1989,6,0.621332585811615
41,1989,7,0.62311863899231
42,1989,8,0.624217689037323
43,1989,9,0.623839914798737
44,1989,10,0.625076413154602
45,1989,11,0.623771190643311
46,1989,12,0.624045968055725
47,1990,1,0.622431695461273
48,1990,2,0.618825256824493
49,1990,3,0.620233476161957
50,1990,4,0.620989084243774
51,1990,5,0.677894294261932
52,1990,6,0.75599080324173
53,1990,7,0.680482864379883
54,1990,8,0.716086983680725
55,1990,9,0.721635401248932
56,1990,10,0.720130562782288
57,1990,11,0.721647620201111
58,1990,12,0.733684003353119
59,1991,1,0.69635021686554
60,1991,2,0.606254398822784
61,1991,3,0.729776978492737
62,1991,4,0.716805100440979
63,1991,5,0.623595893383026
64,1991,6,0.586111545562744
65,1991,7,0.568571805953979
66,1991,8,0.786717295646667
67,1991,9,1.00459289550781
68,1991,10,0.918047845363617
69,1991,11,0.524219751358032
70,1991,12,0.603190362453461
71,1992,1,0.537736773490906
72,1992,2,0.570968806743622
73,1992,3,0.517036974430084
74,1992,4,0.56756579875946
75,1992,5,0.598329544067383
76,1992,6,0.537597477436066
77,1992,7,0.517655074596405
78,1992,8,0.612341523170471
79,1992,9,0.502458512783051
80,1992,10,0.550532042980194
81,1992,11,0.58173531293869
82,1992,12,0.515326976776123
83,1993,1,0.579759895801544
84,1993,2,0.571255624294281
85,1993,3,0.578525245189667
86,1993,4,0.561756908893585
87,1993,5,0.565540373325348
88,1993,6,0.581882417201996
89,1993,7,0.642804861068726
90,1993,8,0.581068515777588
91,1993,9,0.564158916473389
92,1993,10,0.547743797302246
93,1993,11,0.580437898635864
94,1993,12,0.564892053604126
95,1994,1,0.579447567462921
96,1994,2,0.589173972606659
97,1994,3,0.563043475151062
