Year,Month,Conc
1986,1,NaN
1986,2,7.88558006286621
1986,3,7.88311243057251
1986,4,7.89050245285034
1986,5,7.8760232925415
1986,6,7.88777637481689
1986,7,7.89638948440552
1986,8,7.89378261566162
1986,9,7.89597749710083
1986,10,7.89923191070557
1986,11,7.88581323623657
1986,12,7.8958535194397
1987,1,7.88287496566772
1987,2,7.89279651641846
1987,3,7.88409185409546
1987,4,7.88203954696655
1987,5,7.88928413391113
1987,6,7.89612579345703
1987,7,7.89610290527344
1987,8,7.89550876617432
1987,9,7.90069627761841
1987,10,7.88772106170654
1987,11,7.90133094787598
1987,12,7.88409328460693
1988,1,7.90050935745239
1988,2,7.90349626541138
1988,3,7.90891551971436
1988,4,7.95610857009888
1988,5,7.95775318145752
1988,6,7.95158720016479
1988,7,7.94644355773926
1988,8,7.95519256591797
1988,9,7.97431993484497
1988,10,7.97704172134399
1988,11,7.96196508407593
1988,12,8.02087116241455
1989,1,8.0355281829834
1989,2,8.01106262207031
1989,3,8.01815223693848
1989,4,8.02149677276611
1989,5,8.02762031555176
1989,6,8.02791309356689
1989,7,8.04947471618652
1989,8,8.08664989471436
1989,9,8.09969997406006
1989,10,8.10170555114746
1989,11,8.1184606552124
1989,12,8.21158123016357
1990,1,8.24704742431641
1990,2,8.25009155273438
1990,3,8.31531524658203
1990,4,8.40857601165771
1990,5,8.70345592498779
1990,6,9.19125175476074
1990,7,9.5030574798584
1990,8,9.62191772460938
1990,9,9.74697780609131
1990,10,10.2335166931152
1990,11,10.3718748092651
1990,12,10.3207473754883
1991,1,10.527042388916
1991,2,10.5981025695801
1991,3,10.569465637207
1991,4,10.5987129211426
1991,5,10.5719480514526
1991,6,10.6138153076172
1991,7,10.6337785720825
1991,8,10.6560039520264
1991,9,10.6834707260132
1991,10,10.6328229904175
1991,11,10.6646223068237
1991,12,10.6118230819702
1992,1,10.6385173797607
1992,2,10.6006746292114
1992,3,10.5587339401245
1992,4,10.5593023300171
1992,5,10.8258285522461
1992,6,11.6064834594727
1992,7,11.4134159088135
1992,8,11.7483654022217
1992,9,12.0069122314453
1992,10,12.0877180099487
1992,11,13.8774871826172
1992,12,15.0612897872925
1993,1,15.2929935455322
1993,2,15.2754755020142
1993,3,15.1393928527832
