Year,Month,Conc
1986,1,NaN
1986,2,0
1986,3,0
1986,4,0
1986,5,0
1986,6,0
1986,7,0
1986,8,0
1986,9,0
1986,10,0
1986,11,0
1986,12,0
1987,1,0
1987,2,0
1987,3,0
1987,4,0
1987,5,0
1987,6,0
1987,7,0
1987,8,0
1987,9,0
1987,10,0
1987,11,0
1987,12,0
1988,1,0
1988,2,0
1988,3,0
1988,4,0
1988,5,0
1988,6,0
1988,7,0
1988,8,0.0459617413580418
1988,9,0.0795389413833618
1988,10,0.0795577093958855
1988,11,0.0764850452542305
1988,12,0.0793699696660042
1989,1,0.0793887376785278
1989,2,0.0791571959853172
1989,3,0.0812336057424545
1989,4,0.0812930092215538
1989,5,0.0820572003722191
1989,6,0.0834410563111305
1989,7,0.0830625295639038
1989,8,0.0827143341302872
1989,9,0.0833712592720985
1989,10,0.0823312923312187
1989,11,0.082211047410965
1989,12,0.0816948190331459
1990,1,0.0807651057839394
1990,2,0.0824955850839615
1990,3,0.0808651149272919
1990,4,0.0814905986189842
1990,5,0.0829800888895988
1990,6,0.0842449069023132
1990,7,0.0834433808922768
1990,8,0.0839673802256584
1990,9,0.083579994738102
1990,10,0.0869024321436882
1990,11,0.0981719419360161
1990,12,0.0964684039354324
1991,1,0.0975876525044441
1991,2,0.0956518352031708
1991,3,0.0810844674706459
1991,4,0.0825579687952995
1991,5,0.0748858824372292
1991,6,0.0721158385276794
1991,7,0.0721764788031578
1991,8,0.0731738656759262
1991,9,0.0733297690749168
1991,10,0.0740277096629143
1991,11,0.0726715102791786
1991,12,0.0718069598078728
1992,1,0.0720609799027443
1992,2,0.12807859480381
1992,3,0.126113876700401
1992,4,0.684092581272125
1992,5,1.42014300823212
1992,6,1.57712876796722
1992,7,1.3580709695816
1992,8,1.32616984844208
1992,9,1.53469610214233
1992,10,1.49015247821808
1992,11,1.25091993808746
1992,12,1.4232269525528
1993,1,1.37065982818604
1993,2,1.39372968673706
1993,3,1.25318026542664
1993,4,0.973049342632294
1993,5,1.42887425422668
1993,6,1.20001888275146
1993,7,0.996164560317993
1993,8,1.4275871515274
1993,9,1.31087648868561
1993,10,1.36323094367981
1993,11,1.20032823085785
1993,12,1.43557870388031
1994,1,1.39637875556946
1994,2,1.63846814632416
1994,3,1.62179040908813
1994,4,1.50318121910095
1994,5,1.65178942680359
1994,6,1.60110652446747
1994,7,1.4645186662674
1994,8,1.46040749549866
1994,9,1.55872082710266
1994,10,1.61084568500519
1994,11,1.448166847229
1994,12,1.3031507730484
1995,1,1.48502218723297
1995,2,1.56490159034729
1995,3,1.63486278057098
1995,4,1.32358539104462
1995,5,1.40942096710205
1995,6,1.53609395027161
1995,7,1.55063116550446
1995,8,1.29226541519165
1995,9,1.64659595489502
1995,10,1.55134546756744
1995,11,1.5177857875824
1995,12,1.42003035545349
1996,1,1.48165261745453
1996,2,1.73433327674866
1996,3,1.72812235355377
1996,4,1.7407546043396
1996,5,1.71921026706696
1996,6,1.73807179927826
1996,7,1.72520852088928
1996,8,1.71667575836182
1996,9,1.74149358272552
1996,10,1.72566282749176
1996,11,1.71250236034393
1996,12,1.71491265296936
1997,1,1.70754086971283
1997,2,1.73198187351227
1997,3,1.71375620365143
1997,4,1.69925582408905
1997,5,1.76583421230316
1997,6,1.71576833724976
1997,7,1.69997560977936
1997,8,1.74107134342194
1997,9,1.71771705150604
1997,10,1.63404524326324
1997,11,1.60904967784882
1997,12,1.60196280479431
1998,1,1.65509748458862
1998,2,1.65189814567566
1998,3,1.70713245868683
1998,4,1.87590825557709
1998,5,1.7021781206131
1998,6,1.60918760299683
1998,7,1.10362100601196
1998,8,1.08625018596649
1998,9,0.465787351131439
1998,10,0.116650275886059
1998,11,0.197041928768158
1998,12,1.24955821037292
1999,1,1.31457710266113
1999,2,1.59741497039795
1999,3,1.46894025802612
1999,4,1.3560334444046
1999,5,1.52545690536499
1999,6,1.36613655090332
1999,7,1.32288587093353
1999,8,0.765681147575378
1999,9,0.436939626932144
1999,10,0.447709292173386
1999,11,0.340328544378281
1999,12,0.0689000710844994
2000,1,0.0676180571317673
2000,2,0.0667321085929871
2000,3,0.0714014694094658
2000,4,0.0671180561184883
2000,5,0.06519415974617
2000,6,0.0598135069012642
2000,7,0.0649533644318581
2000,8,0.0618235170841217
2000,9,0.0658664405345917
2000,10,0.067486360669136
2000,11,0.0331083424389362
2000,12,0.0681007131934166
2001,1,0.0694541782140732
2001,2,0.069751113653183
2001,3,0.0700846463441849
2001,4,0.0719486624002457
2001,5,0.0737893804907799
2001,6,0.0741316899657249
2001,7,0.0750989243388176
2001,8,0.0841628611087799
2001,9,0.0941948816180229
2001,10,0.0933066681027412
2001,11,0.093159094452858
2001,12,0.0895638391375542
2002,1,0.137036517262459
2002,2,0.146480366587639
2002,3,0.13854606449604
2002,4,0.137288182973862
2002,5,0.134814754128456
2002,6,0.131395637989044
2002,7,0.118364341557026
2002,8,0.0997616499662399
2002,9,0.0567162521183491
2002,10,0.0449432171881199
2002,11,0.0425658077001572
2002,12,0.0305706523358822
2003,1,0.0096049215644598
2003,2,0.00852678157389164
2003,3,0.00847895536571741
2003,4,0.00849395990371704
2003,5,0.008574522100389
2003,6,0.00844425801187754
2003,7,0.221871197223663
2003,8,0.283018290996552
2003,9,0.266450792551041
2003,10,0.252081513404846
2003,11,0.246198296546936
2003,12,0.242884203791618
2004,1,0.240031257271767
2004,2,0.239434912800789
2004,3,0.238623768091202
2004,4,0.237615421414375
2004,5,0.237207025289536
2004,6,0.24225027859211
2004,7,0.25356388092041
2004,8,0.257113873958588
2004,9,0.253310143947601
2004,10,0.253775268793106
2004,11,0.252538770437241
2004,12,0.252257466316223
2005,1,0.253460019826889
2005,2,0.253312885761261
2005,3,0.253338307142258
2005,4,0.254557877779007
2005,5,0.255063980817795
2005,6,0.254822820425034
2005,7,0.259641736745834
2005,8,0.263033390045166
2005,9,0.263475298881531
2005,10,0.267624825239182
2005,11,0.303044855594635
2005,12,0.302767366170883
2006,1,0.303643852472305
2006,2,0.304121375083923
2006,3,0.303678095340729
2006,4,0.302985489368439
2006,5,0.303502440452576
2006,6,0.303067296743393
2006,7,0.30299636721611
2006,8,0.300500333309174
2006,9,0.299938768148422
2006,10,0.300500422716141
2006,11,0.299744069576263
2006,12,0.300363719463348
2007,1,0.30099818110466
2007,2,0.30084303021431
2007,3,0.305140018463135
2007,4,0.306122153997421
2007,5,0.306885004043579
2007,6,0.310845941305161
2007,7,0.311102837324142
2007,8,0.310366153717041
2007,9,0.310215532779694
2007,10,0.31236270070076
2007,11,0.316054552793503
2007,12,0.317558586597443
2008,1,0.318663328886032
2008,2,0.319743901491165
2008,3,0.319579839706421
2008,4,0.316165924072266
2008,5,0.315759271383286
2008,6,0.316325515508652
2008,7,0.315157055854797
2008,8,0.313894361257553
2008,9,0.314046323299408
2008,10,0.314291656017303
2008,11,0.315181374549866
2008,12,0.315957993268967
2009,1,0.314909368753433
2009,2,0.316402941942215
2009,3,0.319156885147095
2009,4,0.32122728228569
2009,5,0.320997625589371
2009,6,0.323876559734344
2009,7,0.323344677686691
2009,8,0.325802177190781
2009,9,0.326478511095047
2009,10,0.327707320451736
2009,11,0.327867209911346
2009,12,0.328406453132629
2010,1,0.327640265226364
2010,2,0.328647971153259
2010,3,0.328595727682114
2010,4,0.329239398241043
2010,5,0.330022066831589
2010,6,0.329986184835434
2010,7,0.328697711229324
2010,8,0.328090012073517
2010,9,0.328361570835114
2010,10,0.328417867422104
2010,11,0.329077005386353
2010,12,0.328809380531311
2011,1,0.329386353492737
2011,2,0.331616431474686
2011,3,0.332763761281967
2011,4,0.332280308008194
2011,5,0.331903517246246
2011,6,0.33105993270874
2011,7,0.331871718168259
2011,8,0.328982353210449
2011,9,0.369001299142838
2011,10,0.383664309978485
2011,11,0.372626811265945
2011,12,0.379484891891479
2012,1,0.378945976495743
2012,2,0.381360650062561
2012,3,0.392165154218674
2012,4,0.396369069814682
2012,5,0.448725461959839
2012,6,0.582830309867859
2012,7,0.592916548252106
2012,8,0.602051496505737
2012,9,0.61647641658783
2012,10,0.597023546695709
2012,11,0.624914169311523
2012,12,1.0865273475647
2013,1,1.6980813741684
2013,2,1.35596120357513
2013,3,2.19127297401428
2013,4,2.47599768638611
2013,5,2.72380757331848
2013,6,2.79181361198425
2013,7,3.12611436843872
2013,8,3.0245840549469
2013,9,3.16568303108215
2013,10,2.88249206542969
2013,11,2.87516903877258
2013,12,3.02633762359619
2014,1,3.72907018661499
2014,2,3.79371452331543
2014,3,4.24586820602417
2014,4,3.98154640197754
2014,5,3.91541934013367
2014,6,3.72110366821289
2014,7,3.70246601104736
2014,8,3.86595511436462
2014,9,4.02038764953613
2014,10,3.69696760177612
2014,11,3.6850266456604
2014,12,3.6877760887146
2015,1,3.71275401115417
2015,2,3.68879985809326
2015,3,3.47850966453552
2015,4,3.62498307228088
2015,5,3.64521646499634
2015,6,3.4995436668396
2015,7,3.19995999336243
2015,8,2.77100133895874
2015,9,2.74232006072998
2015,10,2.71673107147217
2015,11,2.76363587379456
2015,12,2.70705604553223
2016,1,2.62761926651001
2016,2,2.62629008293152
2016,3,2.53463268280029
2016,4,2.52821564674377
2016,5,2.59652662277222
2016,6,2.57749342918396
2016,7,3.44738221168518
2016,8,3.20588707923889
2016,9,2.62951040267944
2016,10,2.23602056503296
2016,11,2.14897727966309
2016,12,2.12138772010803
2017,1,2.7082850933075
2017,2,2.77023649215698
2017,3,2.70563220977783
2017,4,2.96654677391052
2017,5,3.14371681213379
2017,6,3.03571581840515
2017,7,3.21689558029175
2017,8,3.0692822933197
2017,9,3.28172469139099
2017,10,3.29666090011597
2017,11,3.34577631950378
2017,12,3.30227494239807
2018,1,3.32590484619141
2018,2,3.46487903594971
2018,3,3.31881904602051
2018,4,3.32641673088074
2018,5,3.47353458404541
2018,6,3.23302006721497
2018,7,3.05244708061218
2018,8,3.27900385856628
2018,9,3.11347341537476
2018,10,3.03833508491516
2018,11,3.00669360160828
2018,12,3.10307669639587
2019,1,3.01359486579895
2019,2,3.03048586845398
2019,3,3.00856375694275
2019,4,2.87830567359924
2019,5,2.78542757034302
2019,6,2.80495476722717
2019,7,2.8081419467926
2019,8,2.83204555511475
2019,9,2.89163088798523
2019,10,2.85383105278015
2019,11,2.89840650558472
2019,12,2.81603622436523
2020,1,2.89501762390137
2020,2,3.15035247802734
2020,3,3.81777048110962
2020,4,3.82368993759155
2020,5,3.82040786743164
2020,6,3.75861048698425
2020,7,3.83448100090027
2020,8,3.81572413444519
2020,9,3.78769683837891
2020,10,4.021324634552
2020,11,3.87691164016724
2020,12,NaN
