Year,Month,Conc
1986,1,NaN
1986,2,101.948333740234
1986,3,101.970588684082
1986,4,102.001052856445
1986,5,101.795608520508
1986,6,101.809074401855
1986,7,101.962966918945
1986,8,101.869697570801
1986,9,101.740036010742
1986,10,102.028854370117
1986,11,101.906845092773
1986,12,102.054397583008
1987,1,101.817939758301
1987,2,102.054672241211
1987,3,101.920715332031
1987,4,101.880348205566
1987,5,101.967330932617
1987,6,101.950004577637
1987,7,101.896286010742
1987,8,101.889541625977
1987,9,101.898010253906
1987,10,101.830375671387
1987,11,101.980590820312
1987,12,101.705513000488
1988,1,102.082374572754
1988,2,102.097640991211
1988,3,102.239181518555
1988,4,102.877967834473
1988,5,103.109161376953
1988,6,103.093605041504
1988,7,102.810928344727
1988,8,103.017639160156
1988,9,103.342628479004
1988,10,103.271766662598
1988,11,103.05265045166
1988,12,104.052597045898
1989,1,104.504745483398
1989,2,104.071479797363
1989,3,104.202301025391
1989,4,104.3037109375
1989,5,104.345199584961
1989,6,104.18904876709
1989,7,104.410774230957
1989,8,104.701843261719
1989,9,104.896865844727
1989,10,105.101776123047
1989,11,105.229354858398
1989,12,106.451721191406
1990,1,107.02855682373
1990,2,107.190185546875
1990,3,108.06787109375
1990,4,108.884620666504
1990,5,110.110054016113
1990,6,110.979804992676
1990,7,112.801208496094
1990,8,113.019065856934
1990,9,114.597183227539
1990,10,119.509498596191
1990,11,120.283798217773
1990,12,119.601661682129
1991,1,120.80598449707
1991,2,120.000091552734
1991,3,119.78751373291
1991,4,120.256774902344
1991,5,120.244041442871
1991,6,120.75138092041
1991,7,120.921905517578
1991,8,119.323844909668
1991,9,118.411422729492
1991,10,117.946723937988
1991,11,118.40795135498
1991,12,117.947143554688
1992,1,117.654098510742
1992,2,116.804313659668
1992,3,116.456092834473
1992,4,116.436363220215
1992,5,116.630760192871
1992,6,116.988960266113
1992,7,116.25309753418
1992,8,116.06583404541
1992,9,116.483734130859
1992,10,116.718200683594
1992,11,116.549034118652
1992,12,117.275360107422
1993,1,118.425735473633
1993,2,119.794410705566
1993,3,119.672431945801
1993,4,119.911766052246
1993,5,121.502548217773
1993,6,121.943138122559
1993,7,122.033401489258
1993,8,122.478652954102
1993,9,121.704315185547
1993,10,121.896148681641
1993,11,121.434463500977
1993,12,122.282615661621
1994,1,121.942657470703
1994,2,122.47575378418
1994,3,122.387367248535
1994,4,121.723709106445
1994,5,123.173164367676
1994,6,122.942237854004
1994,7,123.060760498047
1994,8,123.454467773438
1994,9,123.737007141113
1994,10,124.126731872559
1994,11,123.919723510742
1994,12,123.419990539551
1995,1,123.517997741699
1995,2,124.613014221191
1995,3,124.921119689941
1995,4,123.62744140625
1995,5,123.978057861328
1995,6,124.642768859863
1995,7,124.527770996094
1995,8,124.530410766602
1995,9,125.647819519043
1995,10,125.819755554199
1995,11,124.935607910156
1995,12,125.215705871582
1996,1,124.593574523926
1996,2,125.219879150391
1996,3,125.935356140137
1996,4,124.195343017578
1996,5,123.836288452148
1996,6,124.063774108887
1996,7,124.758293151855
1996,8,124.403717041016
1996,9,123.534652709961
1996,10,124.182487487793
1996,11,123.718658447266
1996,12,122.663436889648
1997,1,122.381210327148
1997,2,123.079521179199
1997,3,123.130180358887
1997,4,123.871459960938
1997,5,121.719032287598
1997,6,122.095352172852
1997,7,122.026802062988
1997,8,122.498931884766
1997,9,121.610656738281
1997,10,121.594627380371
1997,11,121.391654968262
1997,12,120.836387634277
1998,1,121.114524841309
1998,2,121.045745849609
1998,3,120.107048034668
1998,4,120.261772155762
1998,5,120.995155334473
1998,6,119.522789001465
1998,7,115.633110046387
1998,8,112.393676757812
1998,9,112.438873291016
1998,10,111.778610229492
1998,11,111.259010314941
1998,12,112.804618835449
1999,1,110.176422119141
1999,2,110.384887695312
1999,3,110.650382995605
1999,4,110.396408081055
1999,5,112.587730407715
1999,6,112.78450012207
1999,7,113.327758789062
1999,8,114.857330322266
1999,9,116.042335510254
1999,10,116.024078369141
1999,11,120.727439880371
1999,12,120.588920593262
2000,1,122.342613220215
2000,2,121.364967346191
2000,3,119.738059997559
2000,4,118.96118927002
2000,5,117.926376342773
2000,6,116.988304138184
2000,7,117.114250183105
2000,8,116.17887878418
2000,9,114.103485107422
2000,10,116.062026977539
2000,11,115.055877685547
2000,12,107.627586364746
2001,1,106.466850280762
2001,2,105.576225280762
2001,3,105.498657226562
2001,4,104.03946685791
2001,5,103.982139587402
2001,6,104.37850189209
2001,7,105.099136352539
2001,8,106.204734802246
2001,9,106.724884033203
2001,10,105.847785949707
2001,11,102.560501098633
2001,12,99.5398712158203
2002,1,98.9066925048828
2002,2,98.7522811889648
2002,3,94.2461318969727
2002,4,82.2927017211914
2002,5,78.6554260253906
2002,6,79.2599258422852
2002,7,81.0041580200195
2002,8,69.8915252685547
2002,9,68.3676910400391
2002,10,68.4869003295898
2002,11,66.8816452026367
2002,12,65.6957015991211
2003,1,64.4466934204102
2003,2,64.1016616821289
2003,3,64.1488342285156
2003,4,63.7997856140137
2003,5,62.4440803527832
2003,6,81.2719421386719
2003,7,95.9956130981445
2003,8,94.1130599975586
2003,9,93.3369522094727
2003,10,87.4423065185547
2003,11,81.2773666381836
2003,12,80.3798141479492
2004,1,80.3929748535156
2004,2,80.5043029785156
2004,3,80.1692428588867
2004,4,79.0249481201172
2004,5,77.3417434692383
2004,6,75.2643661499023
2004,7,73.9044570922852
2004,8,71.807487487793
2004,9,70.8058090209961
2004,10,70.6595306396484
2004,11,70.5880126953125
2004,12,70.7948913574219
2005,1,70.0373992919922
2005,2,69.7019805908203
2005,3,69.8102569580078
2005,4,68.9924697875977
2005,5,68.2924423217773
2005,6,68.3299407958984
2005,7,68.3539047241211
2005,8,67.5163040161133
2005,9,67.3019638061523
2005,10,67.0588150024414
2005,11,67.8773498535156
2005,12,68.9872589111328
2006,1,70.428581237793
2006,2,70.4783935546875
2006,3,71.1922378540039
2006,4,71.2853317260742
2006,5,70.3779983520508
2006,6,70.28076171875
2006,7,70.714111328125
2006,8,71.080192565918
2006,9,72.1120300292969
2006,10,72.89404296875
2006,11,72.9177017211914
2006,12,73.5223388671875
2007,1,74.1818008422852
2007,2,74.2569732666016
2007,3,74.4744491577148
2007,4,74.5675201416016
2007,5,74.3795318603516
2007,6,74.8829116821289
2007,7,75.2143173217773
2007,8,75.3241958618164
2007,9,75.4970550537109
2007,10,75.716423034668
2007,11,76.0648956298828
2007,12,76.2635040283203
2008,1,76.4900970458984
2008,2,76.4852600097656
2008,3,76.4792633056641
2008,4,76.0903549194336
2008,5,76.1212768554688
2008,6,76.6751174926758
2008,7,76.5887908935547
2008,8,76.4518814086914
2008,9,76.2265090942383
2008,10,75.6813201904297
2008,11,75.5971832275391
2008,12,75.7117538452148
2009,1,75.5796585083008
2009,2,77.0279235839844
2009,3,78.8946914672852
2009,4,80.1685562133789
2009,5,80.4991683959961
2009,6,81.0405883789062
2009,7,80.804557800293
2009,8,80.374137878418
2009,9,80.1787185668945
2009,10,80.0691833496094
2009,11,79.7763748168945
2009,12,79.7338409423828
2010,1,79.6253356933594
2010,2,79.5355987548828
2010,3,79.4450454711914
2010,4,79.5398941040039
2010,5,79.092529296875
2010,6,79.3789291381836
2010,7,78.383430480957
2010,8,78.3867874145508
2010,9,78.9168167114258
2010,10,79.1520156860352
2010,11,79.5056686401367
2010,12,79.6885299682617
2011,1,79.5727233886719
2011,2,79.8029708862305
2011,3,78.1835708618164
2011,4,77.3567276000977
2011,5,78.9303588867188
2011,6,78.4759750366211
2011,7,76.2290496826172
2011,8,62.9008827209473
2011,9,60.4052200317383
2011,10,57.3782196044922
2011,11,56.5777549743652
2011,12,56.3697319030762
2012,1,56.9115791320801
2012,2,56.5718269348145
2012,3,56.6083641052246
2012,4,56.1371459960938
2012,5,56.0579681396484
2012,6,55.925178527832
2012,7,55.5490264892578
2012,8,55.4756736755371
2012,9,55.3604011535645
2012,10,55.3445739746094
2012,11,55.1568794250488
2012,12,55.4523696899414
2013,1,55.3234748840332
2013,2,55.6413230895996
2013,3,56.6633529663086
2013,4,56.854118347168
2013,5,56.7827987670898
2013,6,56.0888786315918
2013,7,56.1458435058594
2013,8,56.3322601318359
2013,9,55.8122177124023
2013,10,55.6670532226562
2013,11,55.104907989502
2013,12,54.5034370422363
2014,1,53.5252723693848
2014,2,54.1544303894043
2014,3,53.0525436401367
2014,4,52.431697845459
2014,5,51.7452392578125
2014,6,51.0142021179199
2014,7,49.6386642456055
2014,8,48.0935325622559
2014,9,47.6884078979492
2014,10,47.4825134277344
2014,11,46.4381446838379
2014,12,46.2839431762695
2015,1,46.2029228210449
2015,2,46.1634750366211
2015,3,46.1990585327148
2015,4,45.965705871582
2015,5,45.9248924255371
2015,6,45.7840614318848
2015,7,45.4894256591797
2015,8,45.2983551025391
2015,9,45.4428329467773
2015,10,45.3242645263672
2015,11,45.2868995666504
2015,12,45.1812286376953
2016,1,44.8201484680176
2016,2,44.6072540283203
2016,3,43.9478073120117
2016,4,42.8528289794922
2016,5,41.7523994445801
2016,6,41.7704277038574
2016,7,41.5820198059082
2016,8,41.4507942199707
2016,9,41.5041007995605
2016,10,41.5832824707031
2016,11,41.6943740844727
2016,12,41.6770362854004
2017,1,41.5730018615723
2017,2,41.6417083740234
2017,3,41.7132186889648
2017,4,41.5921630859375
2017,5,41.5880966186523
2017,6,41.5045166015625
2017,7,41.1325302124023
2017,8,36.7134666442871
2017,9,36.0470733642578
2017,10,35.9802513122559
2017,11,36.070915222168
2017,12,36.127025604248
2018,1,36.1089134216309
2018,2,36.5257034301758
2018,3,36.7436103820801
2018,4,36.6623382568359
2018,5,36.6142501831055
2018,6,36.6992988586426
2018,7,36.7320213317871
2018,8,36.8446617126465
2018,9,36.6656227111816
2018,10,36.3553352355957
2018,11,36.5214767456055
2018,12,36.6287002563477
2019,1,36.5345726013184
2019,2,36.5162048339844
2019,3,36.5203666687012
2019,4,36.7628059387207
2019,5,36.6521415710449
2019,6,36.5662040710449
2019,7,36.2843704223633
2019,8,36.0726737976074
2019,9,36.2133255004883
2019,10,36.1630249023438
2019,11,36.2021942138672
2019,12,36.1257858276367
2020,1,36.0018196105957
2020,2,36.0521469116211
2020,3,36.0868263244629
2020,4,35.8171005249023
2020,5,35.7728652954102
2020,6,35.6910629272461
2020,7,35.6753768920898
2020,8,35.6585350036621
2020,9,35.6646270751953
2020,10,35.8160438537598
2020,11,35.7064590454102
2020,12,NaN
