Year,Month,Conc
1986,1,NaN
1986,2,0.204877957701683
1986,3,0.192563608288765
1986,4,0.203127667307854
1986,5,0.19844751060009
1986,6,0.208783254027367
1986,7,0.202854380011559
1986,8,0.202795580029488
1986,9,0.219464898109436
1986,10,0.201159447431564
1986,11,0.197437465190887
1986,12,0.19639627635479
1987,1,0.19755508005619
1987,2,0.191249176859856
1987,3,0.197838723659515
1987,4,0.197689965367317
1987,5,0.197572365403175
1987,6,0.206033274531364
1987,7,0.211425989866257
1987,8,0.221858575940132
1987,9,0.21218353509903
1987,10,0.203428596258163
1987,11,0.215829402208328
1987,12,0.218036293983459
1988,1,0.213325023651123
1988,2,0.222391292452812
1988,3,0.221775561571121
1988,4,0.24237784743309
1988,5,0.242038860917091
1988,6,0.236362501978874
1988,7,0.258469492197037
1988,8,0.271209299564362
1988,9,0.259462237358093
1988,10,0.266477286815643
1988,11,0.269254922866821
1988,12,0.263336420059204
1989,1,0.26523894071579
1989,2,0.265135139226913
1989,3,0.278808891773224
1989,4,0.302174985408783
1989,5,0.310684353113174
1989,6,0.314651906490326
1989,7,0.321857184171677
1989,8,0.33561047911644
1989,9,0.337831228971481
1989,10,0.311690956354141
1989,11,0.340373635292053
1989,12,0.329249233007431
1990,1,0.332915872335434
1990,2,0.429825484752655
1990,3,0.403640240430832
1990,4,0.417096048593521
1990,5,0.502258658409119
1990,6,0.515749096870422
1990,7,0.519657850265503
1990,8,0.547676384449005
1990,9,0.545635581016541
1990,10,0.548229873180389
1990,11,1.27074038982391
1990,12,1.53937482833862
1991,1,1.54860544204712
1991,2,1.5691339969635
1991,3,1.88311159610748
1991,4,2.05775856971741
1991,5,2.66120338439941
1991,6,2.70120453834534
1991,7,2.75255703926086
1991,8,2.9491970539093
1991,9,3.03914046287537
1991,10,3.05493831634521
1991,11,2.79237580299377
1991,12,2.77683401107788
1992,1,2.76827383041382
1992,2,2.86136627197266
1992,3,2.92979216575623
1992,4,2.98134255409241
1992,5,3.00245976448059
1992,6,3.02425265312195
1992,7,3.10371828079224
1992,8,3.17414093017578
1992,9,3.17901158332825
1992,10,3.25199246406555
1992,11,3.28809499740601
1992,12,3.25068044662476
1993,1,3.2889723777771
1993,2,3.35063552856445
1993,3,3.37480998039246
1993,4,3.36695694923401
1993,5,3.38005805015564
1993,6,3.40057110786438
1993,7,3.25168347358704
1993,8,3.26328587532043
1993,9,3.51516199111938
1993,10,4.11508512496948
1993,11,4.13982439041138
1993,12,4.17793560028076
1994,1,4.22170400619507
1994,2,4.21075296401978
1994,3,4.53874158859253
1994,4,4.62750625610352
1994,5,4.83388757705688
1994,6,4.82140827178955
1994,7,4.77689743041992
1994,8,4.79690265655518
1994,9,4.83651924133301
1994,10,4.86993169784546
1994,11,4.81182432174683
1994,12,4.7721381187439
1995,1,4.72885799407959
1995,2,4.91302013397217
1995,3,4.94208335876465
1995,4,4.78423595428467
1995,5,4.85194063186646
1995,6,4.90993022918701
1995,7,4.95742416381836
1995,8,4.87912034988403
1995,9,4.9951868057251
1995,10,4.65023803710938
1995,11,4.80553770065308
1995,12,4.66747570037842
1996,1,4.67338705062866
1996,2,5.07155418395996
1996,3,4.99314451217651
1996,4,8.77920818328857
1996,5,9.65703773498535
1996,6,10.4620513916016
1996,7,11.4767580032349
1996,8,12.1338453292847
1996,9,12.2283115386963
1996,10,12.0267915725708
1996,11,11.2107877731323
1996,12,11.2806835174561
1997,1,11.2119979858398
1997,2,12.4182682037354
1997,3,12.4746294021606
1997,4,12.6120128631592
1997,5,13.2315053939819
1997,6,13.5349626541138
1997,7,14.1339197158813
1997,8,13.7642583847046
1997,9,15.0040645599365
1997,10,15.7259283065796
1997,11,16.7064151763916
1997,12,16.7057628631592
1998,1,16.7626838684082
1998,2,16.8169212341309
1998,3,17.9305782318115
1998,4,17.6284561157227
1998,5,17.551929473877
1998,6,18.0000667572021
1998,7,19.7081203460693
1998,8,20.9523868560791
