,Year,Month,Conc
0,1986,2,0.0851240307092667
1,1986,3,0.0850672125816345
2,1986,4,0.0850612297654152
3,1986,5,0.085142619907856
4,1986,6,0.0853614658117294
5,1986,7,0.0851275995373726
6,1986,8,0.0851917639374733
7,1986,9,0.0855333805084229
8,1986,10,0.0850517749786377
9,1986,11,0.0850709974765778
10,1986,12,0.084973119199276
11,1987,1,0.0850707814097404
12,1987,2,0.08488879352808
13,1987,3,0.0850350856781006
14,1987,4,0.0850183814764023
15,1987,5,0.0850279331207275
16,1987,6,0.0851067006587982
17,1987,7,0.0851457640528679
18,1987,8,0.0854446366429329
19,1987,9,0.0852809250354767
20,1987,10,0.0851229801774025
21,1987,11,0.0851327404379845
22,1987,12,0.0853197798132896
23,1988,1,0.0849524289369583
24,1988,2,0.0849623084068298
25,1988,3,0.0849542170763016
26,1988,4,0.0848235860466957
27,1988,5,0.0846775099635124
28,1988,6,0.0846643820405006
29,1988,7,0.0850305706262589
30,1988,8,0.0846555680036545
31,1988,9,0.0844618156552315
32,1988,10,0.0845671519637108
33,1988,11,0.0846765711903572
34,1988,12,0.0845541208982468
35,1989,1,0.0845527574419975
36,1989,2,0.0841878354549408
37,1989,3,0.0842399224638939
38,1989,4,0.0847224965691566
39,1989,5,0.0847475975751877
40,1989,6,0.0849005952477455
41,1989,7,0.0849240198731422
42,1989,8,0.0848430544137955
43,1989,9,0.0848124921321869
44,1989,10,0.0849060639739037
45,1989,11,0.0852001011371613
46,1989,12,0.085029661655426
47,1990,1,0.0854752436280251
48,1990,2,0.0857451260089874
49,1990,3,0.0854708328843117
50,1990,4,0.0854879543185234
51,1990,5,0.0861523970961571
52,1990,6,0.0865727737545967
53,1990,7,0.0863685235381126
54,1990,8,0.0865946188569069
55,1990,9,0.0864629298448563
56,1990,10,0.0866160467267036
57,1990,11,0.0864589586853981
58,1990,12,0.0865382477641106
59,1991,1,0.0861028656363487
60,1991,2,0.086247593164444
61,1991,3,0.0866411849856377
62,1991,4,0.0865049883723259
63,1991,5,0.0861243233084679
64,1991,6,0.0858846828341484
65,1991,7,0.0859538987278938
66,1991,8,0.085649162530899
67,1991,9,0.084515742957592
68,1991,10,0.0848043188452721
69,1991,11,0.0846377834677696
70,1991,12,0.0847087651491165
71,1992,1,0.0846038535237312
72,1992,2,0.0845572352409363
73,1992,3,0.0847295597195625
74,1992,4,0.0848870798945427
75,1992,5,0.0848220884799957
76,1992,6,0.0848893001675606
77,1992,7,0.0853021144866943
78,1992,8,0.0849300473928452
79,1992,9,0.0849810913205147
80,1992,10,0.0847340896725655
81,1992,11,0.0844332203269005
82,1992,12,0.0840381532907486
83,1993,1,0.0841952562332153
84,1993,2,0.0833634361624718
85,1993,3,0.0833261460065842
86,1993,4,0.0837139636278152
87,1993,5,0.0832439213991165
88,1993,6,0.0836004465818405
89,1993,7,0.0836261734366417
90,1993,8,0.0833533480763435
91,1993,9,0.0836105346679688
92,1993,10,0.0834235027432442
93,1993,11,0.0835174843668938
94,1993,12,0.0832923352718353
95,1994,1,0.0837164893746376
96,1994,2,0.0834218189120293
97,1994,3,0.0834989994764328
98,1994,4,0.0837347581982613
99,1994,5,0.0832797288894653
100,1994,6,0.0834800973534584
101,1994,7,0.0834293812513351
102,1994,8,0.083382859826088
103,1994,9,0.0826164707541466
104,1994,10,0.0827270448207855
105,1994,11,0.0829656422138214
106,1994,12,0.0830993205308914
107,1995,1,0.0831883773207664
108,1995,2,0.0828701853752136
109,1995,3,0.0829507261514664
110,1995,4,0.0831880643963814
111,1995,5,0.0830272808670998
112,1995,6,0.0829147100448608
113,1995,7,0.0831153988838196
114,1995,8,0.0832235589623451
115,1995,9,0.0827723145484924
116,1995,10,0.0838572457432747
117,1995,11,0.0841112732887268
118,1995,12,0.0839650928974152
119,1996,1,0.084423802793026
120,1996,2,0.0844586715102196
121,1996,3,0.084323413670063
122,1996,4,0.0846976563334465
123,1996,5,0.0846791714429855
124,1996,6,0.0847304165363312
125,1996,7,0.0844008773565292
126,1996,8,0.0845120921730995
127,1996,9,0.0848944559693336
128,1996,10,0.0845575705170631
129,1996,11,0.0847629755735397
130,1996,12,0.0846327915787697
131,1997,1,0.0847600623965263
132,1997,2,0.0844739004969597
133,1997,3,0.0844897553324699
134,1997,4,0.084251269698143
135,1997,5,0.0848796814680099
136,1997,6,0.0849296674132347
137,1997,7,0.0848772600293159
138,1997,8,0.0850950628519058
139,1997,9,0.0853997096419334
140,1997,10,0.0853177979588509
141,1997,11,0.0853708237409592
142,1997,12,0.0856136232614517
143,1998,1,0.0855449363589287
144,1998,2,0.0857670605182648
145,1998,3,0.0861173942685127
