,Year,Month,Conc
0,1986,2,0.748027205467224
1,1986,3,0.748832941055298
2,1986,4,0.748813450336456
3,1986,5,0.74552583694458
4,1986,6,0.745544850826263
5,1986,7,0.748240768909454
6,1986,8,0.74729323387146
7,1986,9,0.746853351593018
8,1986,10,0.748866498470306
9,1986,11,0.748049855232239
10,1986,12,0.749109923839569
11,1987,1,0.746059656143188
12,1987,2,0.749505341053009
13,1987,3,0.748937427997589
14,1987,4,0.748413383960724
15,1987,5,0.748084843158722
16,1987,6,0.747712433338165
17,1987,7,0.749457240104675
18,1987,8,0.747668564319611
19,1987,9,0.74685537815094
20,1987,10,0.74631679058075
21,1987,11,0.748883247375488
22,1987,12,0.748637557029724
23,1988,1,0.747710764408112
24,1988,2,0.749278783798218
25,1988,3,0.74890923500061
26,1988,4,0.749705076217651
27,1988,5,0.748572289943695
28,1988,6,0.749303340911865
29,1988,7,0.745331943035126
30,1988,8,0.75026923418045
31,1988,9,0.748991191387177
32,1988,10,0.747680306434631
33,1988,11,0.744923233985901
34,1988,12,0.748692095279694
35,1989,1,0.749459624290466
36,1989,2,0.746090471744537
37,1989,3,0.748939275741577
38,1989,4,0.747425019741058
39,1989,5,0.747524440288544
40,1989,6,0.748730838298798
41,1989,7,0.747405529022217
42,1989,8,0.747259199619293
43,1989,9,0.746876418590546
44,1989,10,0.750246107578278
45,1989,11,0.748151063919067
46,1989,12,0.749069809913635
47,1990,1,0.749227225780487
48,1990,2,0.745974540710449
49,1990,3,0.748756110668182
50,1990,4,0.746915221214294
51,1990,5,0.747533679008484
52,1990,6,0.751959800720215
53,1990,7,0.748976826667786
54,1990,8,0.744824230670929
55,1990,9,0.747844457626343
56,1990,10,0.746294438838959
57,1990,11,0.746079325675964
58,1990,12,0.740798950195312
59,1991,1,0.743028223514557
60,1991,2,0.741915047168732
61,1991,3,0.738830745220184
62,1991,4,0.741834402084351
63,1991,5,0.742631018161774
64,1991,6,0.74382758140564
65,1991,7,0.744910180568695
66,1991,8,0.741893410682678
67,1991,9,0.741559267044067
68,1991,10,0.741972684860229
69,1991,11,0.739152729511261
70,1991,12,0.73625248670578
71,1992,1,0.734180867671967
72,1992,2,0.73309862613678
73,1992,3,0.728051245212555
74,1992,4,0.726771473884583
75,1992,5,0.724643230438232
76,1992,6,0.723286390304565
77,1992,7,0.717516481876373
78,1992,8,0.717897117137909
79,1992,9,0.715121865272522
80,1992,10,0.718885838985443
81,1992,11,0.715155243873596
82,1992,12,0.711829960346222
83,1993,1,0.686191022396088
84,1993,2,0.679951727390289
85,1993,3,0.677167296409607
86,1993,4,0.675310969352722
87,1993,5,0.676020503044128
88,1993,6,0.682752847671509
89,1993,7,0.642618119716644
90,1993,8,0.679945349693298
91,1993,9,0.636598527431488
92,1993,10,0.668989658355713
93,1993,11,0.674922525882721
94,1993,12,0.673696517944336
95,1994,1,0.885951936244965
96,1994,2,0.803088486194611
97,1994,3,0.831632494926453
98,1994,4,0.941013097763062
99,1994,5,0.760697245597839
100,1994,6,0.729750156402588
101,1994,7,0.569798409938812
102,1994,8,0.515347599983215
103,1994,9,0.52435314655304
104,1994,10,0.545148968696594
105,1994,11,0.572895109653473
106,1994,12,0.611997902393341
107,1995,1,0.629707753658295
108,1995,2,0.508328258991241
109,1995,3,0.527645587921143
110,1995,4,0.613278925418854
111,1995,5,0.724903225898743
112,1995,6,0.803945064544678
113,1995,7,0.878533780574799
114,1995,8,0.858237862586975
115,1995,9,0.789022147655487
116,1995,10,0.875242352485657
117,1995,11,1.05108523368835
118,1995,12,0.963051736354828
119,1996,1,1.04454851150513
120,1996,2,1.17554235458374
121,1996,3,1.10983216762543
122,1996,4,1.30400562286377
123,1996,5,1.36874413490295
124,1996,6,1.56789708137512
125,1996,7,1.99192917346954
126,1996,8,2.07028245925903
127,1996,9,2.05375528335571
128,1996,10,2.0331826210022
129,1996,11,2.01005172729492
130,1996,12,1.67232263088226
131,1997,1,1.64571034908295
132,1997,2,1.41859006881714
133,1997,3,1.36767113208771
134,1997,4,1.29869365692139
135,1997,5,1.60847985744476
136,1997,6,1.48084509372711
137,1997,7,1.58071756362915
138,1997,8,1.43937194347382
139,1997,9,1.37022829055786
140,1997,10,1.40714859962463
141,1997,11,1.66894698143005
142,1997,12,1.82988941669464
143,1998,1,1.58807384967804
144,1998,2,1.63302433490753
145,1998,3,1.81393647193909
146,1998,4,2.21476697921753
147,1998,5,2.66931772232056
148,1998,6,3.1380500793457
149,1998,7,3.20415544509888
150,1998,8,5.13378667831421
151,1998,9,6.19260549545288
152,1998,10,6.68736505508423
153,1998,11,6.70730113983154
154,1998,12,6.80126571655273
155,1999,1,6.82817554473877
156,1999,2,7.06293678283691
157,1999,3,7.35072088241577
158,1999,4,7.61310529708862
159,1999,5,7.59240293502808
160,1999,6,7.57541131973267
161,1999,7,8.30542087554932
162,1999,8,8.42194557189941
163,1999,9,8.69172286987305
164,1999,10,8.74196720123291
165,1999,11,8.75045394897461
166,1999,12,8.74353122711182
167,2000,1,8.65574359893799
168,2000,2,8.56654453277588
169,2000,3,8.51330947875977
170,2000,4,8.55898761749268
171,2000,5,9.19534873962402
172,2000,6,9.02525901794434
173,2000,7,8.40662670135498
174,2000,8,8.60904884338379
175,2000,9,9.75545024871826
176,2000,10,9.93096733093262
177,2000,11,10.3109436035156
178,2000,12,10.6762285232544
179,2001,1,10.5977144241333
180,2001,2,10.3931751251221
181,2001,3,10.3825454711914
182,2001,4,10.3961544036865
183,2001,5,10.4592819213867
184,2001,6,10.5215167999268
185,2001,7,10.5223369598389
186,2001,8,10.4793329238892
187,2001,9,10.3787546157837
188,2001,10,10.3521480560303
189,2001,11,10.0922222137451
190,2001,12,10.0488195419312
191,2002,1,10.1389989852905
192,2002,2,10.1039743423462
193,2002,3,10.1145706176758
194,2002,4,10.0060701370239
195,2002,5,9.94940567016602
196,2002,6,10.0354890823364
197,2002,7,9.95841979980469
198,2002,8,9.80498313903809
199,2002,9,10.1631298065186
200,2002,10,10.6423587799072
201,2002,11,10.6563701629639
202,2002,12,10.7036695480347
203,2003,1,10.5609140396118
204,2003,2,10.3103942871094
205,2003,3,10.27317237854
206,2003,4,10.2283315658569
207,2003,5,10.0474367141724
208,2003,6,10.3793344497681
209,2003,7,9.29703521728516
210,2003,8,9.43114280700684
211,2003,9,9.46383571624756
212,2003,10,9.52390670776367
213,2003,11,9.66016960144043
214,2003,12,9.38413429260254
215,2004,1,9.62954044342041
216,2004,2,9.1928071975708
217,2004,3,9.7030200958252
218,2004,4,9.39793586730957
219,2004,5,9.39360046386719
220,2004,6,9.20324611663818
221,2004,7,9.15398406982422
222,2004,8,8.97650241851807
223,2004,9,8.34153938293457
224,2004,10,8.34562873840332
225,2004,11,8.39919376373291
226,2004,12,8.53979587554932
227,2005,1,8.48476600646973
228,2005,2,8.43075180053711
229,2005,3,8.45071601867676
230,2005,4,8.34600353240967
231,2005,5,8.88333129882812
232,2005,6,9.04205322265625
233,2005,7,9.13336277008057
234,2005,8,9.03284168243408
235,2005,9,9.03602886199951
236,2005,10,8.88641357421875
237,2005,11,8.97437000274658
238,2005,12,8.93875789642334
239,2006,1,8.95485782623291
240,2006,2,8.92685604095459
241,2006,3,8.86502933502197
242,2006,4,8.75495338439941
243,2006,5,8.81203460693359
244,2006,6,8.81607246398926
245,2006,7,8.90305995941162
246,2006,8,8.8830099105835
247,2006,9,8.92825889587402
248,2006,10,8.40998649597168
249,2006,11,8.61813449859619
250,2006,12,8.81297302246094
251,2007,1,8.98582553863525
252,2007,2,9.24198532104492
