,Year,Month,Conc
0,1986,2,0.42229238152504
1,1986,3,0.416346907615662
2,1986,4,0.416779011487961
3,1986,5,0.408941149711609
4,1986,6,0.406646400690079
5,1986,7,0.406840085983276
6,1986,8,0.406631469726562
7,1986,9,0.411101758480072
8,1986,10,0.40552881360054
9,1986,11,0.404992401599884
10,1986,12,0.404739081859589
11,1987,1,0.403874844312668
12,1987,2,0.402936041355133
13,1987,3,0.404873162508011
14,1987,4,0.404470860958099
15,1987,5,0.404545366764069
16,1987,6,0.407391428947449
17,1987,7,0.40727224946022
18,1987,8,0.409790486097336
19,1987,9,0.407406359910965
20,1987,10,0.406124860048294
21,1987,11,0.408419609069824
22,1987,12,0.411578595638275
23,1988,1,0.405841737985611
24,1988,2,0.407063633203506
25,1988,3,0.406825214624405
26,1988,4,0.4115189909935
27,1988,5,0.40886664390564
28,1988,6,0.407495737075806
29,1988,7,0.410997450351715
30,1988,8,0.41362002491951
31,1988,9,0.410297125577927
32,1988,10,0.411474287509918
33,1988,11,0.412889868021011
34,1988,12,0.41171270608902
35,1989,1,0.411191165447235
36,1989,2,0.4105504155159
37,1989,3,0.41229385137558
38,1989,4,0.412129938602448
39,1989,5,0.41342630982399
40,1989,6,0.416793942451477
41,1989,7,0.415080308914185
42,1989,8,0.416227668523788
43,1989,9,0.418522447347641
44,1989,10,0.41743466258049
45,1989,11,0.420265853404999
46,1989,12,0.420072108507156
47,1990,1,0.425212949514389
48,1990,2,0.434019386768341
49,1990,3,0.433080643415451
50,1990,4,0.438906878232956
51,1990,5,0.453062772750854
52,1990,6,0.466965347528458
53,1990,7,0.465907394886017
54,1990,8,0.461064577102661
55,1990,9,0.456773102283478
56,1990,10,0.451557815074921
57,1990,11,0.442095726728439
58,1990,12,0.444077521562576
59,1991,1,0.439458221197128
60,1991,2,0.428908407688141
61,1991,3,0.427850425243378
62,1991,4,0.429757714271545
63,1991,5,0.426986157894135
64,1991,6,0.424780815839767
65,1991,7,0.424408316612244
66,1991,8,0.417807191610336
67,1991,9,0.409909695386887
68,1991,10,0.411876618862152
69,1991,11,0.407600045204163
70,1991,12,0.40536493062973
71,1992,1,0.400358200073242
72,1992,2,0.393772006034851
73,1992,3,0.395709127187729
74,1992,4,0.394546836614609
75,1992,5,0.392147779464722
76,1992,6,0.39466604590416
77,1992,7,0.399151206016541
78,1992,8,0.417002558708191
79,1992,9,0.424229472875595
80,1992,10,0.419043987989426
81,1992,11,0.417836993932724
82,1992,12,0.416734308004379
83,1993,1,0.417196244001389
84,1993,2,0.415184617042542
85,1993,3,0.415244221687317
86,1993,4,0.414469391107559
87,1993,5,0.415691256523132
88,1993,6,0.417896598577499
89,1993,7,0.405692726373672
90,1993,8,0.409119933843613
91,1993,9,0.409969300031662
92,1993,10,0.41019281744957
93,1993,11,0.407465934753418
94,1993,12,0.409939497709274
95,1994,1,0.416779011487961
96,1994,2,0.414126664400101
97,1994,3,0.413828641176224
98,1994,4,0.416361778974533
99,1994,5,0.413292229175568
100,1994,6,0.414871692657471
101,1994,7,0.412055432796478
102,1994,8,0.408121585845947
103,1994,9,0.406631469726562
104,1994,10,0.40456023812294
105,1994,11,0.405215889215469
106,1994,12,0.404441058635712
107,1995,1,0.404873162508011
108,1995,2,0.40420264005661
109,1995,3,0.404143035411835
110,1995,4,0.407197743654251
111,1995,5,0.407182812690735
112,1995,6,0.406855016946793
113,1995,7,0.408062011003494
114,1995,8,0.406899720430374
115,1995,9,0.409656405448914
116,1995,10,0.945491433143616
117,1995,11,0.90426367521286
118,1995,12,0.878831326961517
119,1996,1,1.0308655500412
120,1996,2,1.12743198871613
121,1996,3,1.04987525939941
122,1996,4,1.28996455669403
123,1996,5,1.2815934419632
124,1996,6,1.33822965621948
125,1996,7,1.23606646060944
126,1996,8,1.3084169626236
127,1996,9,1.37125825881958
128,1996,10,1.33589518070221
129,1996,11,1.36075615882874
130,1996,12,1.43556177616119
131,1997,1,1.43116772174835
132,1997,2,1.41422557830811
133,1997,3,1.33572030067444
134,1997,4,1.28642380237579
135,1997,5,1.85596537590027
136,1997,6,2.31212568283081
137,1997,7,2.27254891395569
138,1997,8,2.36212992668152
139,1997,9,2.8715136051178
140,1997,10,3.00417709350586
141,1997,11,3.37153363227844
142,1997,12,3.82722473144531
143,1998,1,3.98361229896545
144,1998,2,4.02509737014771
145,1998,3,3.947998046875
146,1998,4,3.9812970161438
147,1998,5,4.31106328964233
148,1998,6,4.39215183258057
149,1998,7,5.03968048095703
150,1998,8,5.46408224105835
151,1998,9,5.01181077957153
152,1998,10,5.27705240249634
153,1998,11,4.65135288238525
