,WellName,y_pred_1_date,y_pred_1_value,y_ture_1_date,y_true_1_value,y_pred_2_date,y_pred_2_value,y_ture_2_date,y_true_2_value,y_pred_3_date,y_pred_3_value,y_ture_3_date,y_true_3_value,y_pred_4_date,y_pred_4_value,y_ture_4_date,y_true_4_value,y_pred_5_date,y_pred_5_value,y_ture_5_date,y_true_5_value
248,3245 Kingwood,2007-12-31,5.458649600201603,2008,4.0,2008-12-31,4.988426088992938,2009,4.0,2009-12-31,4.698011120698073,2010,3.0,2010-12-31,4.410201421649137,2011,0.5,2011-12-31,4.224533927029256,2011-09-26,0.5
249,Saginaw Forest Cabin #4,2010-12-31,0.5,2011,0.5,2011-12-31,0.5,2012,0.75,2012-12-31,0.5,2013,0.5,2013-12-31,0.5,2014,0.5,2014-12-31,0.5,2015,0.5
250,MW-KD-1s,2016-12-31,35.9,2017,75.5,2017-12-31,37.7,2018,87.5,2018-12-31,39.5,2019,101.75,2019-12-31,41.3,2020,125.0,2020-12-31,43.1,2020-10-28,140.0
251,MW-63d,2014-12-31,0.5,2015,0.5,2015-12-31,0.5,2016,0.5,2016-12-31,0.5,2017,0.5,2017-12-31,0.5,2018,0.5,2018-12-31,0.5,2019,0.5
252,SW-3M,2006-12-31,0.5,2007,0.5,2007-12-31,0.5,2008,0.5,2008-12-31,0.5,2009,0.5,2009-12-31,0.5,2010,0.5,2010-12-31,0.5,2010-08-05,0.5
253,MW-40s,2016-12-31,0.5000338431202334,2017,0.5,2017-12-31,0.5000677005686696,2018,0.5,2018-12-31,0.5001015723571218,2019,0.5,2019-12-31,0.5001354584974305,2020,0.5,2020-12-31,0.5001693590014007,2020-08-10,0.5
254,3161 Dexter Rd,2005-12-31,0.5,2004-01-13,0.5,2006-12-31,0.5,2004-01-13,0.5,2007-12-31,0.5,2004-01-13,0.5,2008-12-31,0.5,2012-06-14,0.5,2009-12-31,0.5,2012-06-14,0.5
255,453 Dupont,2007-12-31,6.238402902681291,2008,3.75,2008-12-31,4.921294785695582,2009,2.75,2009-12-31,4.406559037184362,2010,2.75,2010-12-31,4.771800008065306,2011,3.5,2011-12-31,5.576074475975638,2011-05-03,3.0
256,4401 Park West,2016-12-31,5.180393386770415,2017,6.4,2017-12-31,4.457907522263025,2018,6.3,2018-12-31,3.819260443179628,2019,5.4,2019-12-31,3.254795356561337,2020,4.8,2020-12-31,2.7546757752543303,2020-08-14,4.8
257,HZ-S,2016-12-31,0.0,2017,1150.0,2017-12-31,0.0,2018,1000.0,2018-12-31,0.0,2018-12-21,1100.0,2019-12-31,0.0,2020,870.0,2020-12-31,0.0,2020-11-23,800.0
258,2575 Valley,2016-12-31,70.30330725023425,2017,66.0,2017-12-31,71.79816377745874,2018,74.0,2018-12-31,73.29302030468322,2019,87.0,2019-12-31,74.7878768319077,2020,110.0,2020-12-31,76.28682885646704,2020-08-06,110.0
259,2643 Dexter Rd,2008-12-31,0.659274234532658,2008-10-08,10.0,2009-12-31,0.7207608225908393,2008-10-08,10.0,2010-12-31,0.8145757895774661,2012-01-19,2.0,2011-12-31,0.9863409080881324,2012,2.0,2012-12-31,1.7010969619650342,2012-01-19,2.0
260,Saginaw Forest Cabin #2,2016-12-31,0.5,2017,0.5,2017-12-31,0.5,2018,0.5,2018-12-31,0.5,2019,0.5,2019-12-31,0.5,2020,0.5,2020-12-31,0.5,2020-12-08,0.5
261,5005 Jackson Rd,2016-12-31,5.728988951378009,2017,15.75,2017-12-31,3.7232959252868634,2018,15.0,2018-12-31,0.0874549074324626,2019,13.5,2019-12-31,0.0,2020,14.25,2020-12-31,0.0,2020-11-16,16.0
262,MW-45d,2016-12-31,697.369003390505,2017,711.3333333333334,2017-12-31,608.5646397407812,2018,985.0,2018-12-31,519.7602760910573,2019,920.0,2019-12-31,430.9559124413343,2020,915.0,2020-12-31,341.9082491651725,2020-11-12,890.0
263,465 Dupont,2016-12-31,1716.1990899098173,2017,1150.0,2017-12-31,1937.8744621616556,2018,1027.5,2018-12-31,1986.186346465763,2019,975.0,2019-12-31,1991.882380679488,2020,875.0,2020-12-31,2211.151426800069,2020-12-02,850.0
264,MW-65i,2016-12-31,0.5964091181167728,2017,2.0,2017-12-31,0.3369664099780103,2018,2.3,2018-12-31,0.1797968457540884,2019,2.65,2019-12-31,0.0902864086893893,2020,3.5,2020-12-31,0.0424937288652951,2020-11-19,3.8
265,MW-25s,2016-12-31,412.6183422084471,2017,135.0,2017-12-31,412.6183422084471,2018,265.0,2018-12-31,412.6183422084471,2019,442.5,2019-12-31,412.6183422084471,2020,385.0,2020-12-31,412.6183422084471,2020-11-18,320.0
266,MW-83d,2011-12-31,0.5,2011-08-01,0.5,2012-12-31,0.5,2013,0.5,2013-12-31,0.5,2013-07-17,0.5,2014-12-31,0.5,2015,0.5,2015-12-31,0.5,2015-07-21,0.5
