,Unnamed: 0,WellName,y_pred_1_date,y_pred_1_value,y_ture_1_date,y_true_1_value,y_pred_2_date,y_pred_2_value,y_ture_2_date,y_true_2_value,y_pred_3_date,y_pred_3_value,y_ture_3_date,y_true_3_value,y_pred_4_date,y_pred_4_value,y_ture_4_date,y_true_4_value,y_pred_5_date,y_pred_5_value,y_ture_5_date,y_true_5_value,rmse
178,178,TW-9,2016-12-31,640.0000000001558,2017,690.0,2017-12-31,640.0000000001558,2018,650.0,2018-12-31,640.0000000001558,2019,521.6666666666666,2019-12-31,640.0000000001558,2020,492.5,2020-12-31,702.6787713912391,2020-11-23,490.0,16718.257515665773
179,179,TW-20,,,,,,,,,,,,,,,,,,,,,
180,180,TW-18,,,,,,,,,,,,,,,,,,,,,
181,181,MW-106d,2015-12-31,0.3212267860470265,2016,0.5,2016-12-31,0.2961819478244707,2017,0.5,2017-12-31,0.2598291373428525,2018,0.5,2018-12-31,0.2113697795749324,2019,0.5,2019-12-31,0.1658680916394148,2020,0.5,0.06522704800329808
182,182,MW-96,2016-12-31,138.51485335586983,2017,120.0,2017-12-31,156.97911968071276,2018,130.0,2018-12-31,175.44338600555568,2019,135.0,2019-12-31,193.9076523303985,2020,125.0,2020-12-31,212.42250568626844,2020-11-16,120.0,3199.3048544290714
183,183,PMW-4,2015-12-31,972.685696389286,2016,1400.0,2016-12-31,972.685696389286,2017,1000.0,2017-12-31,972.685696389286,2018,540.0,2018-12-31,972.685696389286,2019,850.0,2019-12-31,972.685696389286,2020,580.0,107962.86667183833
184,184,TW-11,2015-12-31,180.9591968113588,2015-10-01,240.0,2016-12-31,160.10584018800034,2015-10-01,240.0,2017-12-31,141.40342422074357,2019-07-18,210.0,2018-12-31,124.43687725754204,2019,195.0,2019-12-31,108.87050927885524,2020,192.5,5309.485886261941
185,185,MW-91,2016-12-31,154.9316395023132,2017,225.0,2017-12-31,201.08615759539623,2018,195.0,2018-12-31,250.31793473502083,2019,185.0,2019-12-31,302.62697092118697,2020,175.0,2020-12-31,358.01763792199245,2020-10-21,170.0,12170.464986288238
186,186,PMW-3,2016-12-31,6404.999405260739,2017,5200.0,2017-12-31,6009.998810521478,2018,5400.0,2018-12-31,5614.998215782217,2019,5700.0,2019-12-31,5219.997621042956,2020,6500.0,2020-12-31,5004.0,2020-08-21,6500.0,1141553.9017944504
187,187,MW-15s,2016-12-31,1.3757078683075092,2017,11.0,2017-12-31,1.3906196132024142,2018,11.0,2018-12-31,1.4045286409603437,2019,8.1,2019-12-31,1.4212608990295807,2020,5.2,2020-12-31,1.4410898266438008,2020-08-11,5.2,51.64096041172238
188,188,4601 Park 4 inch,2016-12-31,2.0,2017,1.25,2017-12-31,2.0,2018,1.25,2018-12-31,2.0,2019,0.95,2019-12-31,2.0,2020,0.5,2020-12-31,2.0,2020-12-07,0.5,1.3455
189,189,MW-56s,2016-12-31,58.0,2017,81.5,2017-12-31,58.0,2018,71.75,2018-12-31,58.0,2019,65.0,2019-12-31,58.0,2020,60.0,2020-12-31,58.0,2020-11-20,53.0,163.8625
190,190,MW-5d,2016-12-31,14300.0,2017,12320.0,2017-12-31,14300.0,2018,10025.0,2018-12-31,14300.0,2019,5550.0,2019-12-31,14300.0,2020,4050.0,2020-12-31,14300.0,2020-11-18,5900.0,54876205.0
191,191,TW-8,2014-12-31,385.8865207431039,2015,674.1666666666666,2015-12-31,349.5592926888662,2016,702.5,2016-12-31,312.8819346546346,2017,698.3333333333334,2017-12-31,276.13408357986856,2018,730.0,2018-12-31,239.1826878488884,2018-11-09,730.0,160628.25402989733
192,192,MW-31,2016-12-31,14.88888888888889,2017,11.0,2017-12-31,14.88888888888889,2018,9.0,2018-12-31,14.88888888888889,2019,8.4,2019-12-31,14.88888888888889,2020,0.5,2020-12-31,14.88888888888889,2020-08-14,0.5,101.19767901234569
193,193,MW-123d,2016-12-31,0.5,2017,0.5,2017-12-31,0.5,2018,0.5,2018-12-31,0.5,2019,0.5,2019-12-31,0.5,2020,0.5,2020-12-31,0.5,2020-10-15,0.5,0.0
194,194,MW-36,2016-12-31,0.5,2017,0.5,2017-12-31,0.5,2018,0.5,2018-12-31,0.5,2019,0.5,2019-12-31,0.5,2020,0.5,2020-12-31,0.5,2020-08-25,0.5,0.0
195,195,456 Clarendon,2016-12-31,788.3031934866616,2017,710.0,2017-12-31,788.3031934866616,2018,630.0,2018-12-31,788.3031934866616,2019,590.0,2019-12-31,788.3031934866616,2020,530.0,2020-12-31,788.3031934866616,2020-10-28,500.0,44070.9437730617
196,196,TW-6,2016-12-31,91.0,2017,97.5,2017-12-31,91.0,2018,58.0,2018-12-31,91.0,2019,68.0,2019-12-31,91.0,2020,76.5,2020-12-31,91.0,2020-11-11,76.0,419.1
197,197,373 Pinewood Deep,2016-12-31,0.5,2017,0.5,2017-12-31,0.5,2018,0.5,2018-12-31,0.5,2019,0.5,2019-12-31,0.5,2020,0.5,2020-12-31,0.5,2020-12-16,0.5,0.0
198,198,TW-1,2016-12-31,110.0,2017,79.5,2017-12-31,110.0,2018,64.0,2018-12-31,110.0,2019,44.0,2019-12-31,110.0,2020,37.5,2020-12-31,110.0,2020-11-23,35.0,3656.7
199,199,MW-79s,2016-12-31,146.71045261848138,2017,470.0,2017-12-31,80.0,2018,460.0,2018-12-31,80.0,2019,410.0,2019-12-31,80.0,2020,287.5,2020-12-31,80.0,2020-10-20,260.0,86654.47628922944
200,200,MW-11s,2006-12-31,1300.5827837949778,2007,2.75,2007-12-31,35.18409798602579,2008,0.5,2008-12-31,35.280492775028506,2009,0.5,2009-12-31,35.18409798602579,2010,15.75,2010-12-31,35.18409798602602,2010-10-14,31.0,337435.5589728573
201,201,MW-22,2016-12-31,310.0,2017,307.5,2017-12-31,310.0,2018,452.5,2018-12-31,310.0,2019,487.5,2019-12-31,310.0,2020,610.0,2020-12-31,310.0,2020-11-18,660.0,52863.75
202,202,MW-118,2016-12-31,47.53915290118915,2017,52.5,2017-12-31,40.708367496614144,2018,42.75,2018-12-31,34.324002405269525,2019,53.25,2019-12-31,28.521204118749363,2020,55.0,2020-12-31,27.35932372679761,2020-10-27,54.0,359.564783157382
203,203,MW-38d,2016-12-31,34.999999999999986,2017,50.0,2017-12-31,34.999999999999986,2018,47.0,2018-12-31,34.999999999999986,2019,33.5,2019-12-31,34.999999999999986,2020,35.0,2020-12-31,34.999999999999986,2020-10-09,28.0,84.05000000000011
204,204,NMW-2d,2016-12-31,865.0,2017,780.0,2017-12-31,820.0,2018,840.0,2018-12-31,850.0,2019,840.0,2019-12-31,850.0,2020,910.0,2020-12-31,865.0,2020-08-21,910.0,2670.0
205,205,MW-13,2005-12-31,0.5,2006,0.5,2006-12-31,0.5,2007,0.5,2007-12-31,0.5,2008,0.5,2008-12-31,0.5,2009,0.5,2009-12-31,0.5,2010,0.5,0.0
206,206,MW-98d,2016-12-31,17.49223893529116,2017,14.5,2017-12-31,18.747372082840823,2018,16.5,2018-12-31,19.983055372163093,2019,17.0,2019-12-31,21.202108111454454,2020,19.0,2020-12-31,22.408355109235966,2020-10-29,21.0,5.947107745248061
207,207,175 Jackson Plaza,2016-12-31,1164.1763740907395,2017,930.0,2017-12-31,1273.2097215855688,2018,750.0,2018-12-31,1385.6794111213844,2019,800.0,2019-12-31,1501.4167746360652,2020,960.0,2020-12-31,1620.5863645328348,2020-11-02,1000.0,269973.3838513653
208,208,MW-116,,,,,,,,,,,,,,,,,,,,,
209,209,MW-78,2016-12-31,24.30232620344377,2017,27.5,2017-12-31,23.35026385308594,2018,27.0,2018-12-31,22.490974411119254,2019,25.0,2019-12-31,21.71541770015605,2020,22.0,2020-12-31,21.01361357811367,2020-12-08,22.0,6.178969263119596
210,210,MW-34s,2016-12-31,0.5,2017,0.5,2017-12-31,0.5,2018,0.5,2018-12-31,0.5,2019,0.5,2019-12-31,0.5,2020,0.5,2020-12-31,0.5,2020-10-09,0.5,0.0
211,211,MW-121s,2016-12-31,0.5,2017,0.5,2017-12-31,0.5,2018,0.5,2018-12-31,0.5,2019,0.5,2019-12-31,0.5,2020,0.5,2020-12-31,0.5,2020-10-08,0.5,0.0
212,212,MW-108d,,,,,,,,,,,,,,,,,,,,,
213,213,MW-54d,2016-12-31,29.0,2017,12.88,2017-12-31,55.0,2018,18.0,2018-12-31,62.0,2019,11.5,2019-12-31,30.0,2020,33.0,2020-12-31,34.0,2020-10-19,55.0,925.82088
214,214,4742 Park Rd,,,,,,,,,,,,,,,,,,,,,
215,215,MW-49,2016-12-31,0.5,2017,0.5,2017-12-31,0.5,2018,0.5,2018-12-31,0.5,2019,0.5,2019-12-31,0.5,2020,0.5,2020-12-31,0.5,2020-11-17,0.5,0.0
216,216,MW-127d,2016-12-31,0.5,2017,0.5,2017-12-31,0.5,2018,0.5,2018-12-31,0.5,2019,0.5,2019-12-31,0.5,2020,0.5,2020-12-31,0.5,2020-12-08,0.5,0.0
217,217,MW-94s,2016-12-31,53.12500271735315,2017,465.0,,,,,,,,,,,,,,,,,
218,218,MW-52s,2016-12-31,674.6271541619959,2017,330.0,2017-12-31,604.9772212875703,2018,265.0,2018-12-31,630.5187524260386,2019,230.0,2019-12-31,560.868819551613,2020,170.0,2020-12-31,478.0458850177208,2020-10-14,150.0,131032.03883997104
219,219,MW-85,2016-12-31,1137.944244269172,2017,827.5,2017-12-31,470.3859564162535,2018,637.5,2018-12-31,678.9161612305993,2019,557.5,2019-12-31,525.9210169195063,2020,570.0,2020-12-31,234.2782276560331,2020-10-19,600.0,54947.99761731307
220,220,MW-71,2016-12-31,2203.4109974788707,2017,1313.3333333333333,2017-12-31,2306.418789617943,2018,485.0,2018-12-31,2409.426581757014,2019,475.0,2019-12-31,2512.434373896086,2020,785.0,2020-12-31,2615.845371374957,2020-10-29,700.0,2901260.7717457605
221,221,LB-1,2014-12-31,568.9000000000001,2013-12-02,550.0,2015-12-31,581.8,2017-07-26,400.0,2016-12-31,594.7,2017,385.0,2017-12-31,607.6,2017-08-07,370.0,2018-12-31,620.5000000000001,2019,380.0,38335.31000000001
222,222,MW-52i,2016-12-31,0.5,2017,0.5,2017-12-31,0.5,2018,3.3,2018-12-31,0.5,2019,1.3,2019-12-31,0.5,2020,2.2,2020-12-31,0.5,2020-09-21,2.2,2.852
223,223,MW-72d,2016-12-31,845.3924953928483,2017,902.5,2017-12-31,487.3934158715657,2018,455.75,2018-12-31,190.8271709609554,2019,590.0,2019-12-31,0.0,2020,520.0,2020-12-31,0.0,2020-11-10,600.0,158800.3040587022
224,224,MW-117,2016-12-31,0.5,2017,0.5,2017-12-31,0.5,2018,0.5,2018-12-31,0.5,2019,0.5,2019-12-31,0.5,2020,2.25,2020-12-31,0.5,2020-10-26,0.5,0.6125
225,225,NMW-1d,2016-12-31,810.0,2017,650.0,2017-12-31,810.0,2018,690.0,2018-12-31,810.0,2019,680.0,2019-12-31,810.0,2020,720.0,2020-12-31,810.0,2020-08-21,720.0,14620.0
226,226,MW-8d,2007-12-31,0.5,2008,0.5,2008-12-31,0.5,2009,0.5,2009-12-31,0.5,2010,0.5,2010-12-31,0.5,2011,0.5,2011-12-31,0.5,2012,0.5,0.0
227,227,545 Allison,2007-12-31,0.7072985450560082,2008,10.5,2008-12-31,0.7072985450560082,2009,13.25,2009-12-31,0.7072985450560082,2010,14.0,2010-12-31,0.7072985450560082,2011,13.0,2011-12-31,0.7072985450560082,2011-04-13,10.0,133.47541658697733
228,228,MW-110,,,,,,,,,,,,,,,,,,,,,
229,229,MW-119,2016-12-31,11.991396189125965,2017,90.25,2017-12-31,0.0,2018,56.25,2018-12-31,0.0,2019,36.0,2019-12-31,0.0,2020,31.75,2020-12-31,0.0,2020-10-19,33.0,2536.3068140854693
230,230,MW-23,2015-12-31,172.29999999999976,2016,130.0,2016-12-31,172.29999999999976,2017,110.0,2017-12-31,172.29999999999976,2018,140.0,2018-12-31,172.29999999999976,2019,170.0,2019-12-31,172.29999999999976,2020,200.0,1497.2899999999893
231,231,MW-24,,,,,,,,,,,,,,,,,,,,,
232,232,MW-14d,2005-12-31,0.5,2006,0.5,2006-12-31,0.5,2007,0.5,2007-12-31,0.5,2008,0.5,2008-12-31,0.5,2009,0.5,2009-12-31,0.5,2010,0.5,0.0
233,233,MW-4s,2005-12-31,2.8563309991105874,2006,2.0,2006-12-31,2.8563417246414784,2007,0.5,2007-12-31,2.85635245017237,2008,3.0,2008-12-31,2.856363205088277,2009,2.0,2009-12-31,2.8563739306191684,2010,2.0,1.5546035939937572
234,234,MW-70,2016-12-31,0.5,2017,0.5,2017-12-31,0.5,2018,0.5,2018-12-31,0.5,2019,0.5,2019-12-31,0.5,2020,0.5,2020-12-31,0.5,2020-08-10,0.5,0.0
235,235,2678 Valley,1999-12-31,0.5,2000,0.5,2000-12-31,0.5,2001,0.5,2001-12-31,0.5,2002,0.5,2002-12-31,0.5,2003,0.5,2003-12-31,0.5,2003-08-04,0.5,0.0
236,236,MW-48,2016-12-31,60.74525928337111,2017,40.5,2017-12-31,55.85090228130787,2018,31.5,2018-12-31,51.4341781460793,2019,24.0,2019-12-31,47.440042578587146,2020,17.5,2020-12-31,43.82054859774699,2020-11-17,18.0,663.7155950823538
237,237,A2 Cleaning Supply,2016-12-31,42.93509619433852,2017,75.58333333333333,2017-12-31,38.87019238867704,2018,80.41666666666667,2018-12-31,34.80528858301556,2019,80.28571428571429,2019-12-31,30.74038477735408,2020,61.16666666666666,2020-12-31,26.6754809716926,2020-12-10,59.0,1366.2238390667421
238,238,MW-122s,2016-12-31,83.10420194997563,2017,142.5,2017-12-31,84.84454726503986,2018,180.0,2018-12-31,86.58489258010407,2019,232.5,2019-12-31,88.32523789516831,2020,237.5,2020-12-31,90.07035127958888,2020-10-22,260.0,17000.56694956595
239,239,MW-77,2016-12-31,1677.4165651365367,2017,1625.0,2017-12-31,1888.395521418465,2018,1475.0,2018-12-31,2096.662400284635,2019,1375.0,2019-12-31,2302.3505054430075,2020,1047.5,2020-12-31,2505.731486965759,2020-10-21,960.0,931675.1188444172
240,240,MW-2d,2016-12-31,32.07553871349056,2017,37.25,2017-12-31,27.99433810747847,2018,56.75,2018-12-31,28.764386120522385,2019,47.5,2019-12-31,50.393263600205856,2020,39.25,2020-12-31,52.88780753408464,2020-11-11,35.0,329.76646999272043
241,241,ARTESIAN #1,1995-12-31,0.0,1994-09-08,22.0,1996-12-31,93.5,1999-03-26,29.0,1997-12-31,0.0,1999-03-26,29.0,1998-12-31,9.999999999999986,1999,29.25,1999-12-31,20.5,2000,6.0,1213.2125
242,242,MW-124d,2016-12-31,0.460990407599474,2017,0.5,2017-12-31,0.460990407599474,2018,0.5,2018-12-31,0.4395800754195583,2019,0.5,2019-12-31,1.4395800754195582,2020,0.5,2020-12-31,0.4249902474826171,2020-10-26,0.5,0.1790262489965917
243,243,MW-97s,2016-12-31,0.5,2017,0.5,2017-12-31,0.5,2018,0.5,2018-12-31,0.5,2019,0.5,2019-12-31,0.5,2020,0.5,2020-12-31,0.5,2020-07-20,0.5,0.0
244,244,MW-46,2016-12-31,128.92016405151156,2017,125.0,2017-12-31,127.98175698356695,2018,195.0,2018-12-31,122.86304728603828,2019,101.5,2019-12-31,122.04095232139352,2020,75.5,2020-12-31,125.35922290038532,2020-11-17,91.0,1661.9617627693071
245,245,MW-11i,2008-12-31,19.0,2009,11.0,2009-12-31,19.0,2010,0.75,2010-12-31,19.0,2011,7.0,2011-12-31,19.0,2012,7.333333333333333,2012-12-31,19.0,2012-08-01,7.0,164.23472222222222
246,246,544 Allison,2007-12-31,0.4999999999999999,2008,6.0,2008-12-31,0.0833333333333333,2009,10.0,2009-12-31,0.0138888888888888,2010,2.0,2010-12-31,0.0023148148148148,2011,3.0,2011-12-31,0.0003858024691358,2011-09-26,3.0,30.103743385392853
247,247,MW-65s,2016-12-31,11.616492220423543,2017,10.5,2017-12-31,10.392243593427091,2018,12.5,2018-12-31,9.303667279961283,2019,7.65,2019-12-31,8.33391430158312,2020,8.45,2020-12-31,7.4662068190664,2020-11-19,8.2,1.7951471484583137
248,248,3245 Kingwood,2007-12-31,5.458649600201603,2008,4.0,2008-12-31,4.988426088992938,2009,4.0,2009-12-31,4.698011120698073,2010,3.0,2010-12-31,4.410201421649137,2011,0.5,2011-12-31,4.224533927029256,2011-09-26,0.5,7.02994293740868
249,249,Saginaw Forest Cabin #4,2010-12-31,0.5,2011,0.5,2011-12-31,0.5,2012,0.75,2012-12-31,0.5,2013,0.5,2013-12-31,0.5,2014,0.5,2014-12-31,0.5,2015,0.5,0.0125
250,250,MW-KD-1s,2016-12-31,35.9,2017,75.5,2017-12-31,37.7,2018,87.5,2018-12-31,39.5,2019,101.75,2019-12-31,41.3,2020,125.0,2020-12-31,43.1,2020-10-28,140.0,4863.7125
251,251,MW-63d,2014-12-31,0.5,2015,0.5,2015-12-31,0.5,2016,0.5,2016-12-31,0.5,2017,0.5,2017-12-31,0.5,2018,0.5,2018-12-31,0.5,2019,0.5,0.0
252,252,SW-3M,2006-12-31,0.5,2007,0.5,2007-12-31,0.5,2008,0.5,2008-12-31,0.5,2009,0.5,2009-12-31,0.5,2010,0.5,2010-12-31,0.5,2010-08-05,0.5,0.0
253,253,MW-40s,2016-12-31,0.5000338431202334,2017,0.5,2017-12-31,0.5000677005686696,2018,0.5,2018-12-31,0.5001015723571218,2019,0.5,2019-12-31,0.5001354584974305,2020,0.5,2020-12-31,0.5001693590014007,2020-08-10,0.5,1.2615428679630735e-08
254,254,3161 Dexter Rd,2005-12-31,0.5,2004-01-13,0.5,2006-12-31,0.5,2004-01-13,0.5,2007-12-31,0.5,2004-01-13,0.5,2008-12-31,0.5,2012-06-14,0.5,2009-12-31,0.5,2012-06-14,0.5,0.0
255,255,453 Dupont,2007-12-31,6.238402902681291,2008,3.75,2008-12-31,4.921294785695582,2009,2.75,2009-12-31,4.406559037184362,2010,2.75,2010-12-31,4.771800008065306,2011,3.5,2011-12-31,5.576074475975638,2011-05-03,3.0,4.38089857248535
256,256,4401 Park West,2016-12-31,5.180393386770415,2017,6.4,2017-12-31,4.457907522263025,2018,6.3,2018-12-31,3.819260443179628,2019,5.4,2019-12-31,3.254795356561337,2020,4.8,2020-12-31,2.7546757752543303,2020-08-14,4.8,2.790098221700206
257,257,HZ-S,2016-12-31,0.0,2017,1150.0,2017-12-31,0.0,2018,1000.0,2018-12-31,0.0,2018-12-21,1100.0,2019-12-31,0.0,2020,870.0,2020-12-31,0.0,2020-11-23,800.0,985880.0
258,258,2575 Valley,2016-12-31,70.30330725023425,2017,66.0,2017-12-31,71.79816377745874,2018,74.0,2018-12-31,73.29302030468322,2019,87.0,2019-12-31,74.7878768319077,2020,110.0,2020-12-31,76.28682885646704,2020-08-06,110.0,517.5438709933372
259,259,2643 Dexter Rd,2008-12-31,0.659274234532658,2008-10-08,10.0,2009-12-31,0.7207608225908393,2008-10-08,10.0,2010-12-31,0.8145757895774661,2012-01-19,2.0,2011-12-31,0.9863409080881324,2012,2.0,2012-12-31,1.7010969619650342,2012-01-19,2.0,35.1751031753297
260,260,Saginaw Forest Cabin #2,2016-12-31,0.5,2017,0.5,2017-12-31,0.5,2018,0.5,2018-12-31,0.5,2019,0.5,2019-12-31,0.5,2020,0.5,2020-12-31,0.5,2020-12-08,0.5,0.0
261,261,5005 Jackson Rd,2016-12-31,5.728988951378009,2017,15.75,2017-12-31,3.723295925286864,2018,15.0,2018-12-31,0.0874549074324626,2019,13.5,2019-12-31,0.0,2020,14.25,2020-12-31,0.0,2020-11-16,16.0,173.30871661708267
262,262,MW-45d,2016-12-31,697.369003390505,2017,711.3333333333334,2017-12-31,608.5646397407812,2018,985.0,2018-12-31,519.7602760910573,2019,920.0,2019-12-31,430.9559124413343,2020,915.0,2020-12-31,341.9082491651725,2020-11-12,890.0,167358.7331185269
263,263,465 Dupont,2016-12-31,1716.1990899098173,2017,1150.0,2017-12-31,1937.874462161656,2018,1027.5,2018-12-31,1986.186346465763,2019,975.0,2019-12-31,1991.882380679488,2020,875.0,2020-12-31,2211.151426800069,2020-12-02,850.0,1054404.0714003507
264,264,MW-65i,2016-12-31,0.5964091181167728,2017,2.0,2017-12-31,0.3369664099780103,2018,2.3,2018-12-31,0.1797968457540884,2019,2.65,2019-12-31,0.0902864086893893,2020,3.5,2020-12-31,0.0424937288652951,2020-11-19,3.8,7.534094402978347
265,265,MW-25s,2016-12-31,412.6183422084471,2017,135.0,2017-12-31,412.6183422084471,2018,265.0,2018-12-31,412.6183422084471,2019,442.5,2019-12-31,412.6183422084471,2020,385.0,2020-12-31,412.6183422084471,2020-11-18,320.0,21819.3924998184
266,266,MW-83d,2011-12-31,0.5,2011-08-01,0.5,2012-12-31,0.5,2013,0.5,2013-12-31,0.5,2013-07-17,0.5,2014-12-31,0.5,2015,0.5,2015-12-31,0.5,2015-07-21,0.5,0.0
