Date,y
1999-02-01,21.0
1999-04-13,0.5
1999-06-11,0.5
1999-08-05,0.5
1999-10-01,1.0
1999-12-15,2.0
2000-08-24,9.0
2001-04-13,2.0
2001-10-04,1.0
2002-05-16,0.5
2002-11-15,2.0
2003-05-08,0.5
2003-10-10,4.0
2004-05-13,0.5
2004-11-11,2.0
2005-05-13,1.0
2005-11-11,0.5
2006-05-18,1.0
2006-10-05,0.5
2007-05-24,0.5
2007-10-08,0.5
2008-07-30,0.5
2009-08-14,0.5
2010-08-05,0.5
