ds,y
1986-01-01,2.86448866214074
1986-02-01,2.86448866214074
1986-03-01,2.86448866214074
1986-04-01,2.86448866214074
1986-05-01,2.86448866214074
1986-06-01,2.86448866214074
1986-07-01,2.86448866214074
1986-08-01,2.86448866214074
1986-09-01,2.86448866214074
1986-10-01,2.87438617036726
1986-11-01,2.87686054742389
1986-12-01,2.87686054742389
1987-01-01,2.87686054742389
1987-02-01,2.87686054742389
1987-03-01,2.88830678001603
1987-04-01,2.89212219088007
1987-05-01,2.89212219088007
1987-06-01,2.89212219088007
1987-07-01,2.89212219088007
1987-08-01,2.89212219088007
1987-09-01,2.89212219088007
1987-10-01,2.89279206251782
1987-11-01,2.89323864360965
1987-12-01,2.89323864360965
1988-01-01,2.88370333897115
1988-02-01,2.87734646921215
1988-03-01,2.87734646921215
1988-04-01,2.87604065846321
1988-05-01,2.87309907641657
1988-06-01,2.87168844714504
1988-07-01,2.8702554084402
1988-08-01,2.86521676177262
1988-09-01,2.86053637478125
1988-10-01,2.86053637478125
1988-11-01,2.86053637478125
1988-12-01,2.86049534525449
1989-01-01,2.86035439426075
1989-02-01,2.86276598636134
1989-03-01,2.86356985039487
1989-04-01,2.86356985039487
1989-05-01,2.86356985039487
1989-06-01,2.86112725206776
1989-07-01,2.86330769948998
1989-08-01,2.86423806515798
1989-09-01,2.86423806515798
1989-10-01,2.86546389106091
1989-11-01,2.86754664190693
1989-12-01,2.86754664190693
1990-01-01,2.8683093929275
1990-02-01,2.8632498108513
1990-03-01,2.8632498108513
1990-04-01,2.8632498108513
1990-05-01,2.85869185703678
1990-06-01,2.85869185703678
1990-07-01,2.85677638140449
1990-08-01,2.84166281805275
1990-09-01,2.83458973336093
1990-10-01,2.83458973336093
1990-11-01,2.83458973336093
1990-12-01,2.83458973336093
1991-01-01,2.83387339453942
1991-02-01,2.83034622133079
1991-03-01,2.82925527910409
1991-04-01,2.82925527910409
1991-05-01,2.8244686422926
1991-06-01,2.82376529539151
1991-07-01,2.82445129810701
1991-08-01,2.82323740033786
1991-09-01,2.82186085428336
1991-10-01,2.82186085428336
1991-11-01,2.82177626894797
1991-12-01,2.82143792760639
1992-01-01,2.82143792760639
1992-02-01,2.82497910065035
1992-03-01,2.82497910065035
1992-04-01,2.8254594346985
1992-05-01,2.82568136799132
1992-06-01,2.82425200590057
1992-07-01,2.82428628949556
1992-08-01,2.82433771488806
1992-09-01,2.82433771488806
1992-10-01,2.82475359760092
1992-11-01,2.82535172995847
1992-12-01,2.8263143616054
1993-01-01,2.82399162502909
1993-02-01,2.82341094088501
1993-03-01,2.82654324501804
1993-04-01,2.82654324501804
1993-05-01,2.82654324501804
1993-06-01,2.81458496869255
1993-07-01,2.77206564588115
1993-08-01,2.77062069700639
1993-09-01,2.77062069700639
1993-10-01,2.77062069700639
1993-11-01,2.76641152949559
1993-12-01,2.76150572215699
1994-01-01,2.75891764380755
1994-02-01,2.75924749935406
1994-03-01,2.712647193673
1994-04-01,2.68055306289836
1994-05-01,2.68285245956717
1994-06-01,2.64047561731468
1994-07-01,2.62868633956309
1994-08-01,2.62886679506707
1994-09-01,2.6567350895877
1994-10-01,2.66282418131481
1994-11-01,2.66019023560565
1994-12-01,2.64681787005477
1995-01-01,2.63994888953482
1995-02-01,2.63506212867585
1995-03-01,8.51148203274906
1995-04-01,32.2495415632474
1995-05-01,33.3844477767949
1995-06-01,33.3936157888047
1995-07-01,33.3936157888047
1995-08-01,33.3936157888047
1995-09-01,34.1278488385297
1995-10-01,35.3953059296643
1995-11-01,35.4120701908378
1995-12-01,35.5226916235846
1996-01-01,35.6681353650659
1996-02-01,35.6667944984452
1996-03-01,35.7095134364667
1996-04-01,35.7387413515958
1996-05-01,35.7775133873207
1996-06-01,35.7948714960788
1996-07-01,35.7963339561677
1996-08-01,35.9779878635393
1996-09-01,36.0341548985946
1996-10-01,36.0373744732285
1996-11-01,36.9242166220476
1996-12-01,37.2365641750438
1997-01-01,37.5113503019758
1997-02-01,37.7146816477834
1997-03-01,38.0867818670647
1997-04-01,38.3588577443901
1997-05-01,38.7743075039887
1997-06-01,39.1534567564126
1997-07-01,39.1548123531309
1997-08-01,39.3425899364238
1997-09-01,39.8520070504885
1997-10-01,39.9039928628169
1997-11-01,39.842192640994
1997-12-01,39.5213241920248
1998-01-01,38.9080281819504
1998-02-01,38.3424128352426
1998-03-01,36.9465376490164
1998-04-01,33.5541333327993
1998-05-01,30.4982555895069
1998-06-01,29.2900039747885
1998-07-01,29.1802968497376
1998-08-01,29.5217181432125
1998-09-01,29.7764147958934
1998-10-01,30.5472599343463
1998-11-01,30.3198211048607
1998-12-01,30.4529757922116
1999-01-01,31.1634008505263
1999-02-01,33.7491717121904
1999-03-01,39.4186716181623
1999-04-01,43.3796332158802
1999-05-01,45.0788412020352
1999-06-01,47.1854006439958
1999-07-01,47.8979921542048
1999-08-01,47.9530226938654
1999-09-01,47.9836887436454
1999-10-01,47.9030152767544
1999-11-01,47.7168422773846
1999-12-01,47.3068504291549
2000-01-01,46.0440647901179
2000-02-01,45.6696210686876
2000-03-01,45.6375093125621
2000-04-01,47.3237345312253
2000-05-01,49.3943470253584
2000-06-01,49.8852277025517
2000-07-01,49.8514301498948
2000-08-01,49.8374972576641
2000-09-01,65.5199124792509
2000-10-01,127.791546973717
2000-11-01,128.021065392036
2000-12-01,132.288839195924
2001-01-01,133.23597039364
2001-02-01,133.403242176114
2001-03-01,135.560661083983
2001-04-01,138.152245042788
2001-05-01,146.89471943451
2001-06-01,147.615377977396
2001-07-01,148.342071905206
