ds,y
1986-01-01,8937.4742757819
1986-02-01,8937.4742757819
1986-03-01,8936.80190356264
1986-04-01,8934.78478690487
1986-05-01,8934.78478690487
1986-06-01,8934.78478690487
1986-07-01,8934.78478690487
1986-08-01,8934.78478690487
1986-09-01,8934.78478690487
1986-10-01,8934.78478690487
1986-11-01,8934.78478690487
1986-12-01,8939.79826320423
1987-01-01,8954.89969672428
1987-02-01,8977.55184700436
1987-03-01,8998.92935194349
1987-04-01,9012.1272378386
1987-05-01,9051.72089552391
1987-06-01,9051.72089552391
1987-07-01,9051.72089552391
1987-08-01,9054.60297537862
1987-09-01,9053.27293568191
1987-10-01,9101.05779047106
1987-11-01,9183.04337107202
1987-12-01,9183.04337107202
1988-01-01,9181.29636063378
1988-02-01,9180.27309716394
1988-03-01,9180.27309716394
1988-04-01,9188.53439759122
1988-05-01,9208.280638172
1988-06-01,9207.63979986622
1988-07-01,9207.63979986622
1988-08-01,9177.74051047613
1988-09-01,8998.91878361134
1988-10-01,8930.22174242275
1988-11-01,8919.82875325795
1988-12-01,8701.12766357571
1989-01-01,8646.43978611781
1989-02-01,8619.20160831275
1989-03-01,8574.08723776316
1989-04-01,8527.90469032218
1989-05-01,8516.68852478878
1989-06-01,8488.25420643714
1989-07-01,8359.10194800741
1989-08-01,8242.90561956086
1989-09-01,8173.37151269366
1989-10-01,8021.44346329128
1989-11-01,7925.16851633055
1989-12-01,7785.69971076133
1990-01-01,7040.91872083355
1990-02-01,6785.34086110261
1990-03-01,6745.44985163598
1990-04-01,6729.17946784136
1990-05-01,6693.52289090941
1990-06-01,6449.52589756052
1990-07-01,5500.75512923404
1990-08-01,5063.58232268702
1990-09-01,5061.69455684582
1990-10-01,4980.30031345678
1990-11-01,4285.78566564354
1990-12-01,4285.78566564354
1991-01-01,4234.41763332471
1991-02-01,4067.51751554146
1991-03-01,4063.25217526589
1991-04-01,4052.22033842757
1991-05-01,4019.59822294984
1991-06-01,4018.72964505275
1991-07-01,4007.95815727106
1991-08-01,3923.89304810037
1991-09-01,3846.48634015535
1991-10-01,3845.78191087283
1991-11-01,3789.20905854396
1991-12-01,3789.20905854396
1992-01-01,3800.59207055279
1992-02-01,3751.80256808552
1992-03-01,3725.90533757865
1992-04-01,3704.77369217929
1992-05-01,3639.89204316187
1992-06-01,3585.0157183489
1992-07-01,3499.32651945774
1992-08-01,3432.33348634611
1992-09-01,3428.96291687289
1992-10-01,3424.47323791419
1992-11-01,3382.99359119979
1992-12-01,3343.0746364818
1993-01-01,3316.47091457268
1993-02-01,3293.08609201894
1993-03-01,3090.44259736365
1993-04-01,3089.7874750056
1993-05-01,3085.96130044113
1993-06-01,3082.64187211105
1993-07-01,3074.20970707474
1993-08-01,3014.00458343802
1993-09-01,2971.34726274847
1993-10-01,2952.93631938225
1993-11-01,2916.67599210773
1993-12-01,2889.95574997123
1994-01-01,2874.80176929037
1994-02-01,2854.46907461144
1994-03-01,2793.070995349
1994-04-01,2705.85553058761
1994-05-01,2705.85553058761
1994-06-01,2624.11177643076
1994-07-01,2347.39315855511
1994-08-01,2321.00887116575
1994-09-01,2254.39709616424
1994-10-01,2164.36861363154
1994-11-01,2137.4894858031
1994-12-01,2133.72569348241
1995-01-01,2133.72569348241
1995-02-01,2133.72569348241
1995-03-01,2132.68955232162
1995-04-01,2094.55284442673
1995-05-01,2083.38333630699
1995-06-01,2083.45441628016
1995-07-01,2083.45441628016
1995-08-01,2083.83150585388
1995-09-01,2083.83150585388
1995-10-01,2085.20434929493
1995-11-01,2085.20434929493
1995-12-01,2088.08180316518
1996-01-01,2092.63228050244
1996-02-01,2092.86657703432
1996-03-01,2092.86657703432
1996-04-01,2092.60594704266
1996-05-01,2092.60594704266
1996-06-01,2092.5864030843
1996-07-01,2091.48637028018
1996-08-01,2087.38647041729
1996-09-01,2085.46636398449
1996-10-01,2085.40157871692
1996-11-01,2085.42262579784
1996-12-01,2085.04534748728
1997-01-01,2069.06656273303
1997-02-01,2069.8049929916
1997-03-01,2048.2464596433
1997-04-01,2030.73086976985
1997-05-01,2027.83215250997
1997-06-01,2027.85367637561
1997-07-01,2027.85367637561
1997-08-01,2027.74878759571
1997-09-01,2027.74878759571
1997-10-01,2027.74878759571
1997-11-01,2027.90069796816
1997-12-01,2027.60585505153
1998-01-01,2027.4569372885
1998-02-01,2027.4569372885
1998-03-01,2011.37094772871
1998-04-01,2000.74414584379
1998-05-01,2007.92774050016
1998-06-01,2022.70053442616
1998-07-01,2022.6245714528
1998-08-01,2024.11174240037
1998-09-01,2028.74560987409
1998-10-01,2029.53749276305
1998-11-01,2028.64613874505
1998-12-01,2030.18950091632
1999-01-01,2027.62521951751
1999-02-01,2025.01256055336
1999-03-01,2017.8899947543
1999-04-01,2010.80439390603
1999-05-01,2008.24650444412
1999-06-01,2009.39348666064
1999-07-01,2012.53764020302
1999-08-01,2012.55050514314
1999-09-01,2014.89904633811
1999-10-01,2008.78003275497
1999-11-01,1994.80073979511
1999-12-01,1983.51759235714
2000-01-01,1970.2189797167
2000-02-01,1954.55898233017
2000-03-01,1970.50729348791
2000-04-01,1968.28800272367
2000-05-01,1973.41912898926
2000-06-01,2007.35165170085
2000-07-01,1999.27503094736
2000-08-01,1993.10591410612
2000-09-01,1977.67459630532
2000-10-01,1969.25017133628
2000-11-01,1970.23979307934
2000-12-01,1963.01143325267
2001-01-01,1947.21677053197
2001-02-01,1942.7127817248
2001-03-01,1923.68838772367
2001-04-01,1916.26473126188
2001-05-01,1917.59816193791
2001-06-01,1918.26945199125
